merchant_id,segment,week,health_score,survival_prob_4w,p_failure_4w,revenue_at_risk,net_revenue_at_risk,refund_rate,chargeback_rate,anomaly_score,cluster_label,umap_x,umap_y,xgb_predicted_score,risk_tier,top_driver_1,top_driver_1_val,top_driver_2,top_driver_2_val,alert_text
MID_0092,healthy,24,75.94056048672562,0.5,0.5,192058.97,188293.28,0.07967,0.01289,3.97,Healthy,2.7176,8.371,75.75,Green,refund_rate,2.2459,anomaly_score,1.8539,"Score driven by refund_rate (reduced risk, 2.25pts) and anomaly_score (reduced risk, 1.85pts)."
MID_0093,healthy,24,75.89408489675267,0.5,0.5,183428.9,179778.49,0.04002,0.00313,15.39,Healthy,-7.6792,8.5703,75.88,Green,refund_rate,4.3709,anomaly_score,-1.3642,"Score driven by refund_rate (reduced risk, 4.37pts) and anomaly_score (increased risk, 1.36pts)."
MID_0094,healthy,24,72.96239827960122,0.5,0.5,662918.48,649933.91,0.10159,0.01618,5.97,Healthy,3.2661,9.0538,72.96,Yellow,refund_rate,2.2565,anomaly_score,1.4776,"Score driven by refund_rate (reduced risk, 2.26pts) and anomaly_score (reduced risk, 1.48pts)."
MID_0095,healthy,24,75.36690215815767,0.5,0.5,191332.53,187567.57,0.07375,0.01834,5.68,Healthy,-3.0915,8.1587,75.39,Green,refund_rate,2.8889,anomaly_score,1.4786,"Score driven by refund_rate (reduced risk, 2.89pts) and anomaly_score (reduced risk, 1.48pts)."
MID_0096,healthy,24,74.7988030852223,0.5,0.5,279261.45,273719.82,0.05696,0.01314,10.24,Healthy,-3.6025,7.769,74.7,Yellow,refund_rate,2.8336,refund_x_chargeback,0.7459,"Score driven by refund_rate (reduced risk, 2.83pts) and refund_x_chargeback (reduced risk, 0.75pts)."
MID_0097,healthy,24,69.94294171788363,0.5,0.5,475412.62,466103.0,0.11548,0.02443,11.18,Healthy,3.7953,9.6715,69.97,Yellow,refund_x_chargeback,-1.7528,refund_rate,1.6894,"Score driven by refund_x_chargeback (increased risk, 1.75pts) and refund_rate (reduced risk, 1.69pts)."
MID_0098,healthy,24,75.22688420985071,0.5,0.5,437895.66,429199.73,0.06434,0.00957,10.25,Healthy,2.5339,7.6956,75.19,Green,refund_rate,2.9168,chargeback_rate,0.7479,"Score driven by refund_rate (reduced risk, 2.92pts) and chargeback_rate (reduced risk, 0.75pts)."
MID_0099,healthy,24,77.94049568902744,0.5,0.5,302351.69,296350.12,0.03381,0.00542,8.27,Risky,7.0517,0.2835,77.97,Green,refund_rate,4.3943,refund_x_chargeback,1.0019,"Score driven by refund_rate (reduced risk, 4.39pts) and refund_x_chargeback (reduced risk, 1.00pts)."
MID_0100,healthy,24,75.76178601665055,0.5,0.5,592318.81,580543.49,0.03996,0.00657,11.92,Healthy,2.3026,7.438,75.79,Green,refund_rate,3.9709,refund_x_chargeback,1.0416,"Score driven by refund_rate (reduced risk, 3.97pts) and refund_x_chargeback (reduced risk, 1.04pts)."
MID_0101,healthy,24,62.99513038057361,0.5,0.5,213782.0,209644.88,0.17442,0.03481,22.95,Healthy,-2.3923,5.8941,63.0,Yellow,anomaly_score,-2.9943,refund_x_chargeback,-2.8159,"Score driven by anomaly_score (increased risk, 2.99pts) and refund_x_chargeback (increased risk, 2.82pts)."
MID_0102,healthy,24,76.81246936106403,0.5,0.5,485672.08,476060.95,0.06032,0.0074,6.28,Risky,6.8723,0.6312,76.79,Green,refund_rate,3.0604,anomaly_score,1.1976,"Score driven by refund_rate (reduced risk, 3.06pts) and anomaly_score (reduced risk, 1.20pts)."
MID_0103,healthy,24,74.93608255762474,0.5,0.5,399679.71,391816.67,0.06872,0.01577,6.52,Healthy,2.3426,7.6275,74.91,Yellow,refund_rate,2.6408,anomaly_score,1.2651,"Score driven by refund_rate (reduced risk, 2.64pts) and anomaly_score (reduced risk, 1.27pts)."
MID_0104,healthy,24,71.03134399160494,0.5,0.5,304828.07,298887.31,0.11861,0.02754,7.48,Healthy,-3.0168,7.3879,70.97,Yellow,refund_x_chargeback,-2.1918,refund_rate,1.8757,"Score driven by refund_x_chargeback (increased risk, 2.19pts) and refund_rate (reduced risk, 1.88pts)."
MID_0105,healthy,24,73.71834576328467,0.5,0.5,647530.85,634776.09,0.08095,0.0082,10.8,Healthy,3.2232,8.3629,73.77,Yellow,refund_rate,2.3068,chargeback_rate,0.7826,"Score driven by refund_rate (reduced risk, 2.31pts) and chargeback_rate (reduced risk, 0.78pts)."
MID_0106,healthy,24,77.26505981104366,0.5,0.5,245149.08,240276.87,0.03518,0.00404,10.62,Risky,7.1726,0.1463,77.33,Green,refund_rate,4.2102,refund_x_chargeback,1.1961,"Score driven by refund_rate (reduced risk, 4.21pts) and refund_x_chargeback (reduced risk, 1.20pts)."
MID_0107,healthy,24,78.9318234635368,0.5,0.5,785172.87,769553.45,0.01821,0.001,8.1,Healthy,-7.7114,9.7995,78.92,Green,refund_rate,4.7873,refund_x_chargeback,1.4012,"Score driven by refund_rate (reduced risk, 4.79pts) and refund_x_chargeback (reduced risk, 1.40pts)."
MID_0108,healthy,24,71.44511660322945,0.5,0.5,202088.37,198126.98,0.1071,0.01416,14.19,Healthy,-3.2352,7.4165,71.46,Yellow,refund_rate,2.2808,anomaly_score,-0.8324,"Score driven by refund_rate (reduced risk, 2.28pts) and anomaly_score (increased risk, 0.83pts)."
MID_0109,healthy,24,76.95511821847312,0.5,0.5,311562.37,305373.9,0.02407,0.00773,11.68,Healthy,-4.1457,8.1548,76.94,Green,refund_rate,4.4948,refund_x_chargeback,1.1053,"Score driven by refund_rate (reduced risk, 4.49pts) and refund_x_chargeback (reduced risk, 1.11pts)."
MID_0110,healthy,24,69.99421958558023,0.5,0.5,253058.58,248097.21,0.11572,0.02485,11.99,Healthy,-2.8731,7.3241,70.08,Yellow,refund_rate,1.8528,refund_x_chargeback,-1.7685,"Score driven by refund_rate (reduced risk, 1.85pts) and refund_x_chargeback (increased risk, 1.77pts)."
MID_0111,healthy,24,74.14728829780198,0.5,0.5,730055.19,715546.0,0.04168,0.00736,13.09,Healthy,-4.0129,7.9039,74.03,Yellow,refund_rate,3.5452,gmv_trend_slope,-1.0335,"Score driven by refund_rate (reduced risk, 3.55pts) and gmv_trend_slope (increased risk, 1.03pts)."
MID_0112,healthy,24,68.83126915041828,0.5,0.5,289913.63,284278.28,0.13906,0.03146,9.9,Healthy,-2.7203,7.1,68.78,Yellow,refund_x_chargeback,-2.9911,refund_rate,0.7937,"Score driven by refund_x_chargeback (increased risk, 2.99pts) and refund_rate (reduced risk, 0.79pts)."
MID_0113,healthy,24,68.20920468916233,0.5,0.5,315718.82,309576.12,0.14756,0.02583,13.0,Healthy,-2.9224,6.6016,68.15,Yellow,refund_x_chargeback,-2.6092,refund_rate,0.829,"Score driven by refund_x_chargeback (increased risk, 2.61pts) and refund_rate (reduced risk, 0.83pts)."
MID_0114,healthy,24,72.51952918567123,0.5,0.5,444166.56,435401.35,0.08631,0.01952,9.0,Healthy,-3.1388,7.9541,72.54,Yellow,refund_rate,2.4938,refund_x_chargeback,-0.6552,"Score driven by refund_rate (reduced risk, 2.49pts) and refund_x_chargeback (increased risk, 0.66pts)."
MID_0115,healthy,24,74.68305030169797,0.5,0.5,439556.66,430911.24,0.08808,0.01451,4.85,Healthy,-3.0565,8.0677,74.65,Yellow,refund_rate,2.3475,anomaly_score,1.5078,"Score driven by refund_rate (reduced risk, 2.35pts) and anomaly_score (reduced risk, 1.51pts)."
MID_0116,healthy,24,69.60157716192218,0.5,0.5,410185.71,402181.86,0.13222,0.02073,12.56,Healthy,-2.7732,7.1408,69.55,Yellow,refund_x_chargeback,-1.6674,refund_rate,1.4626,"Score driven by refund_x_chargeback (increased risk, 1.67pts) and refund_rate (reduced risk, 1.46pts)."
MID_0117,healthy,24,76.43981576466525,0.5,0.5,606724.04,594635.19,0.02148,0.00383,12.88,Healthy,2.1357,7.325,76.4,Green,refund_rate,4.4674,refund_x_chargeback,1.2854,"Score driven by refund_rate (reduced risk, 4.47pts) and refund_x_chargeback (reduced risk, 1.29pts)."
MID_0118,healthy,24,70.5349970968566,0.5,0.5,863029.86,846149.33,0.10657,0.02221,9.82,Healthy,-2.811,7.7304,70.64,Yellow,refund_rate,1.8674,refund_x_chargeback,-1.2223,"Score driven by refund_rate (reduced risk, 1.87pts) and refund_x_chargeback (increased risk, 1.22pts)."
MID_0119,healthy,24,76.72860603675863,0.5,0.5,183884.33,180249.16,0.0427,0.0132,7.4,Healthy,-3.967,8.1933,76.79,Green,refund_rate,3.8552,anomaly_score,0.9545,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 0.95pts)."
MID_0120,healthy,24,65.18357987898723,0.5,0.5,822746.12,806810.84,0.15472,0.0274,15.9,Healthy,-2.5153,6.3278,65.22,Yellow,refund_x_chargeback,-3.2188,anomaly_score,-1.3087,"Score driven by refund_x_chargeback (increased risk, 3.22pts) and anomaly_score (increased risk, 1.31pts)."
MID_0121,healthy,24,65.78994903438235,0.5,0.5,243357.55,238662.14,0.18318,0.03823,11.05,Healthy,4.4733,12.0563,65.82,Yellow,refund_rate,-3.2622,refund_x_chargeback,-1.9224,"Score driven by refund_rate (increased risk, 3.26pts) and refund_x_chargeback (increased risk, 1.92pts)."
MID_0122,healthy,24,60.7194817527675,0.5,0.5,378540.15,371239.59,0.19196,0.04405,22.68,Healthy,-2.3214,5.8455,60.75,Yellow,refund_rate,-4.0327,anomaly_score,-3.3292,"Score driven by refund_rate (increased risk, 4.03pts) and anomaly_score (increased risk, 3.33pts)."
MID_0123,healthy,24,72.13017820605648,0.5,0.5,667045.76,653862.57,0.07724,0.01967,14.04,Healthy,2.9991,7.2805,72.2,Yellow,refund_rate,2.8956,anomaly_score,-0.8206,"Score driven by refund_rate (reduced risk, 2.90pts) and anomaly_score (increased risk, 0.82pts)."
MID_0124,healthy,24,69.75507724755614,0.5,0.5,311975.92,305880.44,0.1238,0.02358,12.27,Healthy,3.9136,9.8475,69.7,Yellow,refund_x_chargeback,-1.8405,refund_rate,1.8175,"Score driven by refund_x_chargeback (increased risk, 1.84pts) and refund_rate (reduced risk, 1.82pts)."
MID_0125,healthy,24,78.95050119462024,0.5,0.5,385682.16,378063.37,0.04092,0.00822,4.77,Healthy,1.5237,7.621,78.85,Green,refund_rate,4.0278,anomaly_score,1.5828,"Score driven by refund_rate (reduced risk, 4.03pts) and anomaly_score (reduced risk, 1.58pts)."
MID_0126,healthy,24,71.72671438705906,0.5,0.5,1080967.27,1059734.63,0.08838,0.02059,8.89,Healthy,3.4462,8.5982,71.72,Yellow,refund_rate,2.3027,refund_x_chargeback,-0.8266,"Score driven by refund_rate (reduced risk, 2.30pts) and refund_x_chargeback (increased risk, 0.83pts)."
MID_0127,healthy,24,74.20071548286941,0.5,0.5,252779.85,247767.24,0.06505,0.00785,14.28,Healthy,2.9982,7.38,74.23,Yellow,refund_rate,3.2473,refund_x_chargeback,0.8458,"Score driven by refund_rate (reduced risk, 3.25pts) and refund_x_chargeback (reduced risk, 0.85pts)."
MID_0128,healthy,24,68.92952359067898,0.5,0.5,593810.02,582177.3,0.12804,0.02168,15.08,Healthy,-2.9996,6.9894,68.92,Yellow,refund_rate,1.8101,refund_x_chargeback,-1.7672,"Score driven by refund_rate (reduced risk, 1.81pts) and refund_x_chargeback (increased risk, 1.77pts)."
MID_0129,healthy,24,68.53323018111071,0.5,0.5,207428.93,203360.22,0.11327,0.02101,20.2,Healthy,-3.1469,6.702,68.52,Yellow,anomaly_score,-2.933,refund_rate,2.8081,"Score driven by anomaly_score (increased risk, 2.93pts) and refund_rate (reduced risk, 2.81pts)."
MID_0130,healthy,24,63.82601587965922,0.5,0.5,182512.88,178994.27,0.2,0.03862,13.69,Healthy,4.6475,12.3813,63.88,Yellow,refund_rate,-4.1822,refund_x_chargeback,-1.8345,"Score driven by refund_rate (increased risk, 4.18pts) and refund_x_chargeback (increased risk, 1.83pts)."
MID_0131,healthy,24,75.9502812346615,0.5,0.5,435137.32,426476.64,0.03535,0.0075,11.18,Healthy,-3.9522,7.7549,75.92,Green,refund_rate,4.067,refund_x_chargeback,1.0169,"Score driven by refund_rate (reduced risk, 4.07pts) and refund_x_chargeback (reduced risk, 1.02pts)."
MID_0132,healthy,24,78.28315374407084,0.5,0.5,318944.39,312615.1,0.03477,0.00652,6.3,Healthy,-3.9393,8.282,78.1,Green,refund_rate,4.2817,anomaly_score,1.2722,"Score driven by refund_rate (reduced risk, 4.28pts) and anomaly_score (reduced risk, 1.27pts)."
MID_0133,healthy,24,74.51266732685559,0.5,0.5,190593.56,186847.88,0.09327,0.01811,4.46,Healthy,2.4827,8.9332,74.46,Yellow,refund_rate,2.4103,anomaly_score,1.859,"Score driven by refund_rate (reduced risk, 2.41pts) and anomaly_score (reduced risk, 1.86pts)."
MID_0134,healthy,24,75.31516578828574,0.5,0.5,302209.89,296315.41,0.08425,0.01848,4.25,Healthy,-3.1461,8.1671,75.25,Green,refund_rate,2.6034,anomaly_score,1.9774,"Score driven by refund_rate (reduced risk, 2.60pts) and anomaly_score (reduced risk, 1.98pts)."
MID_0135,healthy,24,58.920899897992655,0.5,0.5,391327.94,383710.99,0.18213,0.03913,30.34,Healthy,-2.3361,5.8192,58.95,Yellow,anomaly_score,-4.8821,refund_rate,-3.6795,"Score driven by anomaly_score (increased risk, 4.88pts) and refund_rate (increased risk, 3.68pts)."
MID_0136,healthy,24,75.6497464747666,0.5,0.5,561496.1,550427.7,0.07159,0.01177,4.32,Healthy,2.3398,8.5908,75.64,Green,refund_rate,2.6903,anomaly_score,1.5751,"Score driven by refund_rate (reduced risk, 2.69pts) and anomaly_score (reduced risk, 1.58pts)."
MID_0137,healthy,24,77.16262627091008,0.5,0.5,431580.81,423033.41,0.02138,0.00331,12.36,Risky,6.9935,0.6059,77.02,Green,refund_rate,4.767,refund_x_chargeback,1.278,"Score driven by refund_rate (reduced risk, 4.77pts) and refund_x_chargeback (reduced risk, 1.28pts)."
MID_0138,healthy,24,67.95958798471804,0.5,0.5,338252.64,331604.03,0.13702,0.02111,18.72,Healthy,4.2589,10.5223,68.0,Yellow,anomaly_score,-2.0907,refund_x_chargeback,-1.7003,"Score driven by anomaly_score (increased risk, 2.09pts) and refund_x_chargeback (increased risk, 1.70pts)."
MID_0139,healthy,24,72.44416303405944,0.5,0.5,197539.97,193677.58,0.13011,0.01936,5.51,Healthy,3.628,10.3817,72.52,Yellow,anomaly_score,1.8387,refund_rate,1.4769,"Score driven by anomaly_score (reduced risk, 1.84pts) and refund_rate (reduced risk, 1.48pts)."
MID_0140,healthy,24,77.3382906435453,0.5,0.5,218199.01,213857.06,0.03648,0.00828,8.85,Healthy,-4.1052,8.2779,77.45,Green,refund_rate,4.2366,refund_x_chargeback,0.9987,"Score driven by refund_rate (reduced risk, 4.24pts) and refund_x_chargeback (reduced risk, 1.00pts)."
MID_0141,healthy,24,71.48243465160535,0.5,0.5,820617.42,804351.63,0.05387,0.01122,17.97,Healthy,-3.9823,7.8281,71.48,Yellow,refund_rate,3.5936,anomaly_score,-2.2439,"Score driven by refund_rate (reduced risk, 3.59pts) and anomaly_score (increased risk, 2.24pts)."
MID_0142,healthy,24,70.28850644203924,0.5,0.5,235309.96,230727.14,0.13591,0.02746,8.41,Healthy,3.5251,10.587,70.29,Yellow,refund_x_chargeback,-2.5284,anomaly_score,1.1976,"Score driven by refund_x_chargeback (increased risk, 2.53pts) and anomaly_score (reduced risk, 1.20pts)."
MID_0143,healthy,24,61.188348899191155,0.5,0.5,190474.17,186795.98,0.2,0.04051,22.91,Healthy,-2.2683,5.8141,61.04,Yellow,refund_rate,-4.657,anomaly_score,-3.4113,"Score driven by refund_rate (increased risk, 4.66pts) and anomaly_score (increased risk, 3.41pts)."
MID_0144,healthy,24,77.26616118820166,0.5,0.5,257894.62,252756.35,0.01684,0.00457,13.59,Risky,7.1468,0.3389,77.23,Green,refund_rate,4.9067,refund_x_chargeback,1.2788,"Score driven by refund_rate (reduced risk, 4.91pts) and refund_x_chargeback (reduced risk, 1.28pts)."
MID_0145,healthy,24,71.11076825947762,0.5,0.5,483748.75,474319.89,0.12446,0.02265,8.8,Healthy,-2.7184,7.537,71.12,Yellow,refund_rate,1.6941,refund_x_chargeback,-1.5957,"Score driven by refund_rate (reduced risk, 1.69pts) and refund_x_chargeback (increased risk, 1.60pts)."
MID_0146,healthy,24,73.03045461768923,0.5,0.5,376827.27,369414.1,0.09504,0.0185,7.63,Healthy,2.8524,9.2433,73.02,Yellow,refund_rate,2.2844,anomaly_score,1.0493,"Score driven by refund_rate (reduced risk, 2.28pts) and anomaly_score (reduced risk, 1.05pts)."
MID_0147,healthy,24,79.46812169578713,0.5,0.5,456240.89,447163.43,0.01,0.00452,7.58,Risky,7.0702,0.2632,79.44,Green,refund_rate,4.9691,refund_x_chargeback,1.4058,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.41pts)."
MID_0148,healthy,24,77.21367832586925,0.5,0.5,907417.29,889424.31,0.01505,0.0022,11.38,Healthy,1.5478,7.4577,77.17,Green,refund_rate,4.5165,refund_x_chargeback,1.3772,"Score driven by refund_rate (reduced risk, 4.52pts) and refund_x_chargeback (reduced risk, 1.38pts)."
MID_0149,healthy,24,71.09604587397546,0.5,0.5,153759.84,150714.69,0.07703,0.0121,21.88,Risky,6.0935,0.5936,71.15,Yellow,refund_rate,3.2195,anomaly_score,-2.9869,"Score driven by refund_rate (reduced risk, 3.22pts) and anomaly_score (increased risk, 2.99pts)."
MID_0150,healthy,24,78.44744957638163,0.5,0.5,561448.93,550278.14,0.01108,0.00286,7.96,Healthy,-7.6458,9.9354,78.46,Green,refund_rate,4.8576,refund_x_chargeback,1.365,"Score driven by refund_rate (reduced risk, 4.86pts) and refund_x_chargeback (reduced risk, 1.36pts)."
MID_0151,growing,24,81.4982728933565,0.5,0.5,144956.89,142065.33,0.01,0.001,3.12,Healthy,-8.0985,10.7156,81.43,Green,refund_rate,5.2298,anomaly_score,2.1037,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 2.10pts)."
MID_0152,growing,24,81.07110200680503,0.5,0.5,285249.54,279573.82,0.01083,0.001,3.91,Healthy,-8.0704,10.7452,81.03,Green,refund_rate,5.0892,anomaly_score,2.0136,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 2.01pts)."
MID_0153,growing,24,79.41554279061276,0.5,0.5,429312.74,420790.07,0.03198,0.00402,3.84,Healthy,-7.6641,11.071,79.53,Green,refund_rate,4.3665,anomaly_score,1.9268,"Score driven by refund_rate (reduced risk, 4.37pts) and anomaly_score (reduced risk, 1.93pts)."
MID_0154,growing,24,72.12208685700625,0.5,0.5,194366.23,190560.43,0.13155,0.01605,7.48,Healthy,4.6884,13.6239,72.04,Yellow,refund_rate,1.4366,refund_x_chargeback,-1.3535,"Score driven by refund_rate (reduced risk, 1.44pts) and refund_x_chargeback (increased risk, 1.35pts)."
MID_0155,growing,24,78.92579040090911,0.5,0.5,548398.45,537464.97,0.01,0.001,9.34,Risky,6.9684,0.5653,78.9,Green,refund_rate,5.1214,refund_x_chargeback,1.4256,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.43pts)."
MID_0156,growing,24,67.38532725362055,0.5,0.5,332073.51,325598.99,0.15167,0.02512,15.69,Healthy,6.0196,13.2525,67.37,Yellow,refund_x_chargeback,-2.894,anomaly_score,-0.9732,"Score driven by refund_x_chargeback (increased risk, 2.89pts) and anomaly_score (increased risk, 0.97pts)."
MID_0157,growing,24,81.11286821396979,0.5,0.5,248893.66,243950.32,0.01,0.00103,3.72,Healthy,-8.0937,10.6881,81.08,Green,refund_rate,5.2089,anomaly_score,2.0206,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 2.02pts)."
MID_0158,growing,24,78.13774942036488,0.5,0.5,475972.18,466553.6,0.05024,0.0012,6.18,Healthy,-7.4928,11.1307,78.35,Green,refund_rate,3.9311,refund_x_chargeback,1.2428,"Score driven by refund_rate (reduced risk, 3.93pts) and refund_x_chargeback (reduced risk, 1.24pts)."
MID_0159,growing,24,79.54502035305154,0.5,0.5,351665.11,344697.85,0.02723,0.001,5.6,Healthy,-7.9202,10.9407,79.58,Green,refund_rate,4.4851,anomaly_score,1.557,"Score driven by refund_rate (reduced risk, 4.49pts) and anomaly_score (reduced risk, 1.56pts)."
MID_0160,growing,24,78.51453956245001,0.5,0.5,266545.43,261276.99,0.05448,0.00806,2.07,Healthy,4.3832,8.1156,78.43,Green,refund_rate,3.4802,anomaly_score,2.1745,"Score driven by refund_rate (reduced risk, 3.48pts) and anomaly_score (reduced risk, 2.17pts)."
MID_0161,growing,24,77.10543728923295,0.5,0.5,445157.82,436396.67,0.05189,0.00884,5.6,Healthy,-3.0047,8.1431,77.19,Green,refund_rate,3.7782,anomaly_score,1.496,"Score driven by refund_rate (reduced risk, 3.78pts) and anomaly_score (reduced risk, 1.50pts)."
MID_0162,growing,24,75.39731674466991,0.5,0.5,565763.06,554593.92,0.06304,0.01523,7.89,Healthy,4.3294,8.3036,75.42,Green,refund_rate,3.0485,anomaly_score,0.7856,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 0.79pts)."
MID_0163,growing,24,80.42480025823271,0.5,0.5,389511.34,381771.65,0.01389,0.00283,4.46,Healthy,-8.0997,10.7755,80.43,Green,refund_rate,5.0239,anomaly_score,1.6965,"Score driven by refund_rate (reduced risk, 5.02pts) and anomaly_score (reduced risk, 1.70pts)."
MID_0164,growing,24,67.41640008234258,0.5,0.5,937981.9,919716.06,0.154,0.02017,16.07,Healthy,6.0405,13.4039,67.35,Yellow,refund_x_chargeback,-2.3899,anomaly_score,-1.3321,"Score driven by refund_x_chargeback (increased risk, 2.39pts) and anomaly_score (increased risk, 1.33pts)."
MID_0165,growing,24,66.28194767393781,0.5,0.5,239894.68,235205.97,0.1304,0.02875,21.84,Healthy,-2.4387,6.0707,66.31,Yellow,refund_x_chargeback,-2.9666,anomaly_score,-2.7663,"Score driven by refund_x_chargeback (increased risk, 2.97pts) and anomaly_score (increased risk, 2.77pts)."
MID_0166,growing,24,80.89753760564878,0.5,0.5,340584.4,333788.85,0.01,0.00287,3.55,Healthy,-8.1308,10.7189,80.89,Green,refund_rate,5.1897,anomaly_score,2.0458,"Score driven by refund_rate (reduced risk, 5.19pts) and anomaly_score (reduced risk, 2.05pts)."
MID_0167,growing,24,76.68120401785126,0.5,0.5,663069.79,649978.84,0.06289,0.01363,3.77,Healthy,4.301,8.2232,76.71,Green,refund_rate,2.928,anomaly_score,1.8392,"Score driven by refund_rate (reduced risk, 2.93pts) and anomaly_score (reduced risk, 1.84pts)."
MID_0168,growing,24,77.79523558252404,0.5,0.5,408599.01,400515.25,0.04929,0.01032,4.53,Healthy,4.109,8.1903,77.88,Green,refund_rate,3.8598,anomaly_score,1.6444,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 1.64pts)."
MID_0169,growing,24,79.1479943975199,0.5,0.5,204257.74,200222.47,0.04507,0.00584,2.94,Healthy,-7.4419,11.1044,79.16,Green,refund_rate,3.9585,anomaly_score,2.0301,"Score driven by refund_rate (reduced risk, 3.96pts) and anomaly_score (reduced risk, 2.03pts)."
MID_0170,growing,24,78.5361450169233,0.5,0.5,392584.84,384825.26,0.05613,0.00715,2.43,Healthy,4.3446,7.9082,78.53,Green,refund_rate,3.4069,anomaly_score,2.0583,"Score driven by refund_rate (reduced risk, 3.41pts) and anomaly_score (reduced risk, 2.06pts)."
MID_0171,growing,24,77.09672990772461,0.5,0.5,302862.72,296865.02,0.0444,0.0124,7.16,Healthy,1.4243,7.0075,77.1,Green,refund_rate,3.8902,anomaly_score,1.0206,"Score driven by refund_rate (reduced risk, 3.89pts) and anomaly_score (reduced risk, 1.02pts)."
MID_0172,growing,24,80.46673941848803,0.5,0.5,266888.67,261568.95,0.01,0.00391,4.56,Healthy,-8.102,10.6874,80.51,Green,refund_rate,5.2389,anomaly_score,1.7076,"Score driven by refund_rate (reduced risk, 5.24pts) and anomaly_score (reduced risk, 1.71pts)."
MID_0173,growing,24,78.32582516436324,0.5,0.5,173340.31,169933.93,0.05453,0.01089,2.03,Healthy,4.1698,8.215,78.34,Green,refund_rate,3.4709,anomaly_score,2.168,"Score driven by refund_rate (reduced risk, 3.47pts) and anomaly_score (reduced risk, 2.17pts)."
MID_0174,growing,24,80.17218856400885,0.5,0.5,385882.59,378231.91,0.02558,0.00525,2.44,Healthy,1.1661,7.8227,80.18,Green,refund_rate,4.6012,anomaly_score,2.1329,"Score driven by refund_rate (reduced risk, 4.60pts) and anomaly_score (reduced risk, 2.13pts)."
MID_0175,growing,24,76.6442121325442,0.5,0.5,670226.22,657003.98,0.057,0.01282,5.77,Healthy,4.2317,8.293,76.54,Green,refund_rate,3.0498,anomaly_score,1.3849,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 1.38pts)."
MID_0176,growing,24,80.48095918878238,0.5,0.5,347722.99,340802.81,0.01,0.001,5.45,Healthy,-8.1253,10.7066,80.49,Green,refund_rate,5.0934,anomaly_score,1.6261,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.63pts)."
MID_0177,growing,24,78.84262263861889,0.5,0.5,108626.35,106475.23,0.03256,0.00735,5.47,Risky,7.0005,0.5455,78.81,Green,refund_rate,4.33,anomaly_score,1.5884,"Score driven by refund_rate (reduced risk, 4.33pts) and anomaly_score (reduced risk, 1.59pts)."
MID_0178,growing,24,77.05219065021987,0.5,0.5,215693.54,211432.67,0.05395,0.01369,5.28,Healthy,4.1708,8.2597,77.12,Green,refund_rate,3.3867,anomaly_score,1.5117,"Score driven by refund_rate (reduced risk, 3.39pts) and anomaly_score (reduced risk, 1.51pts)."
MID_0179,growing,24,66.70577086066348,0.5,0.5,423782.51,415504.73,0.154,0.02287,17.86,Healthy,-2.4001,6.3089,66.81,Yellow,refund_x_chargeback,-2.6574,anomaly_score,-1.8,"Score driven by refund_x_chargeback (increased risk, 2.66pts) and anomaly_score (increased risk, 1.80pts)."
MID_0180,growing,24,76.56041494400925,0.5,0.5,314754.22,308558.61,0.06961,0.01156,4.35,Healthy,4.9078,8.5632,76.51,Green,refund_rate,2.8136,anomaly_score,1.6719,"Score driven by refund_rate (reduced risk, 2.81pts) and anomaly_score (reduced risk, 1.67pts)."
MID_0181,growing,24,73.15347224480742,0.5,0.5,162144.19,158971.43,0.11485,0.01575,7.24,Healthy,4.5982,13.6622,73.08,Yellow,refund_rate,1.936,anomaly_score,1.1219,"Score driven by refund_rate (reduced risk, 1.94pts) and anomaly_score (reduced risk, 1.12pts)."
MID_0182,growing,24,68.25585033845068,0.5,0.5,334743.35,328211.61,0.154,0.02344,13.44,Healthy,6.0377,13.2947,68.25,Yellow,refund_x_chargeback,-2.609,refund_rate,0.6423,"Score driven by refund_x_chargeback (increased risk, 2.61pts) and refund_rate (reduced risk, 0.64pts)."
MID_0183,growing,24,81.11402689513882,0.5,0.5,101973.38,99948.03,0.01191,0.00349,3.02,Healthy,-8.0746,10.7134,81.11,Green,refund_rate,5.1306,anomaly_score,2.0958,"Score driven by refund_rate (reduced risk, 5.13pts) and anomaly_score (reduced risk, 2.10pts)."
MID_0184,growing,24,79.5870786915002,0.5,0.5,383066.8,375482.7,0.01,0.00362,7.34,Healthy,-0.4146,0.1196,79.57,Green,refund_rate,5.1764,refund_x_chargeback,1.418,"Score driven by refund_rate (reduced risk, 5.18pts) and refund_x_chargeback (reduced risk, 1.42pts)."
