merchant_id,refund_rate,chargeback_rate,refund_acceleration,chargeback_acceleration,gmv_pct_change,gmv_trend_slope,gmv_volatility,anomaly_score,cb_to_refund_conversion,refund_rate_zscore_peer,chargeback_rate_zscore_peer,refund_rate_zscore_personal,gmv_consecutive_declines,txn_count_volatility,cumulative_refund_spikes,refund_x_chargeback,survival_prob_4w,p_failure_4w,merchant_vintage,is_new_merchant,is_top20_gmv_merchant,gmv_mom_4w,refund_jerk,top_driver_1,top_driver_1_val,top_driver_2,top_driver_2_val,top_driver_3,top_driver_3_val,alert_text
MID_0118,1.86742,0.12984616,0.022652397,-0.003284256,-0.024365092,-0.55169123,-0.012456675,0.534973,0.0012873963,-0.11097257,-0.18459544,0.018353814,0.000520782,-0.10512789,0.0,-1.222281,0.0,0.0,0.0,0.0,-0.03641881,-0.042894386,-0.05396617,refund_rate,1.8674,refund_x_chargeback,-1.2223,gmv_trend_slope,-0.5517,"Score driven by refund_rate (reduced risk, 1.87pts) and refund_x_chargeback (increased risk, 1.22pts)."
MID_0119,3.8552372,0.44014722,0.014234352,-0.04660605,-0.0926782,0.08223818,-0.019937124,0.9544588,-0.03940734,0.14595783,0.021764504,0.17043866,0.00016501603,0.028778283,0.0,0.9255069,0.0,0.0,0.0,0.0,0.010329371,-0.082340494,0.011119106,refund_rate,3.8552,anomaly_score,0.9545,refund_x_chargeback,0.9255,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 0.95pts)."
MID_0120,0.4546928,0.06797019,0.01667846,0.035031144,-0.14174722,-0.5003044,-0.025129158,-1.3086917,-0.024853602,-0.3175821,-0.18390113,0.10247394,0.00051140826,-0.05307502,0.0,-3.2188432,0.0,0.0,0.0,0.0,-0.035489794,-0.032966666,-0.024199566,refund_x_chargeback,-3.2188,anomaly_score,-1.3087,gmv_trend_slope,-0.5003,"Score driven by refund_x_chargeback (increased risk, 3.22pts) and anomaly_score (increased risk, 1.31pts)."
MID_0121,-3.262155,0.51385176,0.029193254,0.02642282,0.09582307,0.11886776,-0.06589703,0.59977674,0.0039994945,-0.5466935,-0.29978624,0.11936829,-0.00033717428,-0.04869332,0.0,-1.9224066,0.0,0.0,0.0,0.0,0.010505257,0.06419433,-0.025608275,refund_rate,-3.2622,refund_x_chargeback,-1.9224,anomaly_score,0.5998,"Score driven by refund_rate (increased risk, 3.26pts) and refund_x_chargeback (increased risk, 1.92pts)."
MID_0122,-4.032682,0.44145453,0.0024496885,-0.06678777,-0.26798004,-0.064275965,-0.024178114,-3.3291862,0.012154248,-0.4538609,-0.1696369,0.030837895,0.00017239962,0.052283224,0.0,-1.8488827,0.0,0.0,0.0,0.0,0.00783638,0.01476298,0.040345844,refund_rate,-4.0327,anomaly_score,-3.3292,refund_x_chargeback,-1.8489,"Score driven by refund_rate (increased risk, 4.03pts) and anomaly_score (increased risk, 3.33pts)."
MID_0123,2.8955934,0.22987951,-0.01000321,-0.032543592,0.09935598,0.0509168,-0.017601518,-0.82058215,0.020513987,0.058542676,-0.2100046,-0.12756288,-0.00010441904,-0.020956293,0.0,-0.31508273,0.0,0.0,0.0,0.0,-0.04371511,0.014851399,0.0253072,refund_rate,2.8956,anomaly_score,-0.8206,refund_x_chargeback,-0.3151,"Score driven by refund_rate (reduced risk, 2.90pts) and anomaly_score (increased risk, 0.82pts)."
MID_0124,1.8174852,0.14467575,-0.055611413,0.012648554,0.080540426,0.0033648242,-4.0660205e-05,-0.29560357,-0.0045378315,-0.14372805,-0.16177875,-0.2814347,-0.000101241894,0.007066973,0.0,-1.8404614,0.0,0.0,0.0,0.0,0.0110456105,-0.008978642,0.005379823,refund_x_chargeback,-1.8405,refund_rate,1.8175,anomaly_score,-0.2956,"Score driven by refund_x_chargeback (increased risk, 1.84pts) and refund_rate (reduced risk, 1.82pts)."
MID_0125,4.027797,0.75717837,-0.007431391,0.02459144,0.08177139,0.42542756,0.00292665,1.5827649,-0.013273254,0.16044228,0.07314895,0.21231051,-8.358394e-05,0.022177503,0.0,0.9813473,0.0,0.0,0.0,0.0,0.0060837194,0.108282335,-0.00838366,refund_rate,4.0278,anomaly_score,1.5828,refund_x_chargeback,0.9813,"Score driven by refund_rate (reduced risk, 4.03pts) and anomaly_score (reduced risk, 1.58pts)."
MID_0126,2.3026977,0.15892556,0.013615489,-0.017245453,0.0665757,-0.71834844,-0.0070040193,0.55812645,0.014153528,0.0025491547,-0.21986781,0.1138726,-0.0009296815,-0.09698553,0.0,-0.8266272,0.0,0.0,0.0,0.0,-0.04313741,0.036652196,-0.026967352,refund_rate,2.3027,refund_x_chargeback,-0.8266,gmv_trend_slope,-0.7183,"Score driven by refund_rate (reduced risk, 2.30pts) and refund_x_chargeback (increased risk, 0.83pts)."
MID_0127,3.2472858,0.7339328,-0.06954971,0.019212622,0.06621533,0.09787079,0.011177724,-0.8269141,-0.00918111,0.058097005,0.15837798,-0.5976318,-7.8403435e-05,0.018495716,0.0,0.8458185,0.0,0.0,0.0,0.0,0.0067579807,0.04110678,0.018727507,refund_rate,3.2473,refund_x_chargeback,0.8458,anomaly_score,-0.8269,"Score driven by refund_rate (reduced risk, 3.25pts) and refund_x_chargeback (reduced risk, 0.85pts)."
MID_0128,1.8100753,0.15342365,0.00091184716,0.012228924,0.0038381205,0.028130224,0.008456808,-1.1293346,-0.003688308,-0.16169535,-0.19871026,-0.31314808,0.00018899988,0.03843229,0.0,-1.7672288,0.0,0.0,0.0,0.0,-0.030964455,0.06110311,-0.002617911,refund_rate,1.8101,refund_x_chargeback,-1.7672,anomaly_score,-1.1293,"Score driven by refund_rate (reduced risk, 1.81pts) and refund_x_chargeback (increased risk, 1.77pts)."
MID_0129,2.808113,0.31910142,-0.08328004,0.007347649,-0.063575394,0.14227977,-0.025877213,-2.9329734,-0.008605067,-0.14751735,-0.1928328,-0.33411798,0.00016547377,0.021337902,0.0,-1.3759931,0.0,0.0,0.0,0.0,0.010503199,-0.03754738,0.0063442164,anomaly_score,-2.933,refund_rate,2.8081,refund_x_chargeback,-1.376,"Score driven by anomaly_score (increased risk, 2.93pts) and refund_rate (reduced risk, 2.81pts)."
MID_0130,-4.182239,0.45827308,0.024682976,0.020128813,0.13048795,0.012983606,-0.07000706,-0.29562905,0.005617365,-0.59894335,-0.26163632,0.044624552,-9.121389e-05,0.048891954,0.0,-1.8344615,0.0,0.0,0.0,0.0,0.011174513,-0.022343906,-0.019654395,refund_rate,-4.1822,refund_x_chargeback,-1.8345,refund_rate_zscore_peer,-0.5989,"Score driven by refund_rate (increased risk, 4.18pts) and refund_x_chargeback (increased risk, 1.83pts)."
MID_0131,4.0669785,0.75629544,-0.06830447,-0.010881332,-0.072803505,-0.36749068,-0.0011969162,-0.10889735,-0.0067497324,0.18929291,0.21072221,-0.076114245,0.00014676535,0.024294527,0.0,1.0169444,0.0,0.0,0.0,0.0,0.00552348,-0.054058723,0.010968395,refund_rate,4.067,refund_x_chargeback,1.0169,chargeback_rate,0.7563,"Score driven by refund_rate (reduced risk, 4.07pts) and refund_x_chargeback (reduced risk, 1.02pts)."
MID_0132,4.281728,0.7323516,0.020096745,0.03840214,-0.058317285,0.0870231,0.008334218,1.2721756,0.008961408,0.18213016,0.19438589,-0.019187288,0.000177496,0.00974425,0.0,0.98469186,0.0,0.0,0.0,0.0,0.0049396018,-0.06196325,0.010698061,refund_rate,4.2817,anomaly_score,1.2722,refund_x_chargeback,0.9847,"Score driven by refund_rate (reduced risk, 4.28pts) and anomaly_score (reduced risk, 1.27pts)."
MID_0133,2.4102597,0.22675946,0.0059687127,0.027647406,0.0975642,0.11020896,-0.00064178015,1.8590183,-0.005039113,-0.018699616,-0.18181506,0.08228613,-7.324045e-05,0.046482593,0.0,-0.6729393,0.0,0.0,0.0,0.0,0.010125537,0.039357267,0.011660347,refund_rate,2.4103,anomaly_score,1.859,refund_x_chargeback,-0.6729,"Score driven by refund_rate (reduced risk, 2.41pts) and anomaly_score (reduced risk, 1.86pts)."
MID_0134,2.6033978,0.18475553,0.0361305,0.022141019,-0.048274733,0.35515553,-0.009912031,1.9774475,0.03112746,0.028971842,-0.16455764,0.17069073,0.0009991712,0.045785025,0.0,-0.38732278,0.0,0.0,0.0,0.0,0.012591161,-0.024103608,0.007400864,refund_rate,2.6034,anomaly_score,1.9774,refund_x_chargeback,-0.3873,"Score driven by refund_rate (reduced risk, 2.60pts) and anomaly_score (reduced risk, 1.98pts)."
MID_0135,-3.679453,0.759885,-0.10881841,-0.050002523,-0.33263454,-0.33351573,-0.04073786,-4.8821387,-0.030095613,-0.4822235,-0.06021826,-0.3931022,0.00015606817,-0.05262025,0.0,-1.7287222,0.0,0.0,0.0,0.0,0.0050639696,-0.054387603,0.0010441875,anomaly_score,-4.8821,refund_rate,-3.6795,refund_x_chargeback,-1.7287,"Score driven by anomaly_score (increased risk, 4.88pts) and refund_rate (increased risk, 3.68pts)."
MID_0136,2.690263,0.46508434,0.018323025,0.016402304,0.09281587,-0.4303351,-0.023786722,1.5751445,-0.035202485,0.05121742,-0.0034667389,0.21967691,-0.00016028786,-0.04351162,0.0,0.73159105,0.0,0.0,0.0,0.0,-0.04313979,-0.056651708,0.004109526,refund_rate,2.6903,anomaly_score,1.5751,refund_x_chargeback,0.7316,"Score driven by refund_rate (reduced risk, 2.69pts) and anomaly_score (reduced risk, 1.58pts)."
MID_0137,4.767021,0.9822036,0.010854119,0.03236056,-0.066697024,-0.018228646,-0.008968418,-0.53477716,0.0075283553,0.17956151,0.26246694,-0.208704,0.0014188278,-0.020290658,0.0,1.2779638,0.0,0.0,0.0,0.0,0.0058570127,-0.06089047,0.007909319,refund_rate,4.767,refund_x_chargeback,1.278,chargeback_rate,0.9822,"Score driven by refund_rate (reduced risk, 4.77pts) and refund_x_chargeback (reduced risk, 1.28pts)."
MID_0138,1.6263913,0.20050025,-0.084470876,0.009420771,0.08519015,0.2167768,0.008328341,-2.0907152,-0.01107224,-0.23483568,-0.18115707,-0.3074037,-8.737165e-05,0.021987608,0.0,-1.7003201,0.0,0.0,0.0,0.0,0.009122691,0.0090447385,0.010549938,anomaly_score,-2.0907,refund_x_chargeback,-1.7003,refund_rate,1.6264,"Score driven by anomaly_score (increased risk, 2.09pts) and refund_x_chargeback (increased risk, 1.70pts)."
MID_0139,1.4769225,0.10952613,-0.004708279,-0.05585474,0.059219606,0.2410172,-0.014431064,1.838735,0.0053756945,-0.17276926,-0.165358,0.1270004,-0.00017022976,0.015208935,0.0,-1.3494639,0.0,0.0,0.0,0.0,0.008231519,0.044949528,-0.048253708,anomaly_score,1.8387,refund_rate,1.4769,refund_x_chargeback,-1.3495,"Score driven by anomaly_score (reduced risk, 1.84pts) and refund_rate (reduced risk, 1.48pts)."
MID_0140,4.236635,0.78519744,-0.026255626,0.01328463,-0.0019247003,0.16820224,-0.019986704,0.5607349,-0.046822213,0.15431178,0.044846907,0.13697156,0.00016409768,0.012191686,0.0,0.9987465,0.0,0.0,0.0,0.0,0.007774707,0.045847695,-0.025066301,refund_rate,4.2366,refund_x_chargeback,0.9987,chargeback_rate,0.7852,"Score driven by refund_rate (reduced risk, 4.24pts) and refund_x_chargeback (reduced risk, 1.00pts)."
MID_0141,3.5936127,0.5240976,0.017134115,-0.02375742,-0.16127507,-0.89145935,-0.029036306,-2.2438524,-0.012315907,0.15510331,0.04598612,-0.33600473,0.0005239591,-0.08552763,0.0,0.75883925,0.0,0.0,0.0,0.0,-0.035573084,-0.21337318,0.0075083766,refund_rate,3.5936,anomaly_score,-2.2439,gmv_trend_slope,-0.8915,"Score driven by refund_rate (reduced risk, 3.59pts) and anomaly_score (increased risk, 2.24pts)."
MID_0142,1.147641,-0.061669063,-0.009941273,0.028558321,0.07917871,0.20560732,7.116672e-05,1.1976482,-0.009868201,-0.18939185,-0.17471118,0.08808553,-0.00010116007,0.037572563,0.0,-2.528426,0.0,0.0,0.0,0.0,0.010960102,0.051550593,0.013917824,refund_x_chargeback,-2.5284,anomaly_score,1.1976,refund_rate,1.1476,"Score driven by refund_x_chargeback (increased risk, 2.53pts) and anomaly_score (reduced risk, 1.20pts)."
MID_0143,-4.6569657,0.57508,0.04221361,0.014761207,-0.21588464,0.17201373,-0.014845625,-3.4113395,0.00046760438,-0.41321865,-0.080180936,0.021222917,0.00019602133,0.08533496,0.0,-1.5923648,0.0,0.0,0.0,0.0,0.008770933,0.086212054,0.0073205098,refund_rate,-4.657,anomaly_score,-3.4113,refund_x_chargeback,-1.5924,"Score driven by refund_rate (increased risk, 4.66pts) and anomaly_score (increased risk, 3.41pts)."
MID_0144,4.9067497,0.97132856,0.01755399,-0.035039686,-0.10605531,0.13605714,-0.00072710356,-0.69108933,0.011055989,0.18761441,0.25262034,-0.09837445,0.00016616142,0.024774795,0.0,1.2787827,0.0,0.0,0.0,0.0,0.0055325837,-0.02351807,-0.019783543,refund_rate,4.9067,refund_x_chargeback,1.2788,chargeback_rate,0.9713,"Score driven by refund_rate (reduced risk, 4.91pts) and refund_x_chargeback (reduced risk, 1.28pts)."
MID_0145,1.6940837,0.15171501,0.031729575,0.016610416,-0.12461246,0.104282014,-0.01215337,0.80743945,-0.020088047,-0.16252987,-0.15217702,-0.03863062,0.00017680835,0.025433604,0.0,-1.5956566,0.0,0.0,0.0,0.0,0.010801902,-0.006722123,-0.015602102,refund_rate,1.6941,refund_x_chargeback,-1.5957,anomaly_score,0.8074,"Score driven by refund_rate (reduced risk, 1.69pts) and refund_x_chargeback (increased risk, 1.60pts)."
MID_0146,2.284436,0.25284395,0.02378845,-0.010062374,0.08309688,-0.028902726,-0.012716228,1.0493091,0.001929741,-0.09201057,-0.18496722,0.011087443,-0.00012938635,-0.0047480618,0.0,-0.7408132,0.0,0.0,0.0,0.0,0.011570216,-0.0278258,0.00037362444,refund_rate,2.2844,anomaly_score,1.0493,refund_x_chargeback,-0.7408,"Score driven by refund_rate (reduced risk, 2.28pts) and anomaly_score (reduced risk, 1.05pts)."
MID_0147,4.9690666,0.9723103,0.011346139,0.033848148,0.012723306,0.15218773,-0.0039562294,0.9534518,0.011816267,0.21384245,0.22775887,0.11016135,0.0010278346,0.0036128238,0.0,1.40576,0.0,0.0,0.0,0.0,0.004369407,-0.055623814,0.011555013,refund_rate,4.9691,refund_x_chargeback,1.4058,chargeback_rate,0.9723,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.41pts)."
MID_0148,4.516536,0.9254486,0.015118369,0.019377168,0.07116715,-0.5630118,0.0040755332,-0.19369549,-0.0023133191,0.23716702,0.27237937,0.1571576,-0.0007834305,-0.030300912,0.0,1.3771659,0.0,0.0,0.0,0.0,-0.015778923,-0.038213246,0.006105968,refund_rate,4.5165,refund_x_chargeback,1.3772,chargeback_rate,0.9254,"Score driven by refund_rate (reduced risk, 4.52pts) and refund_x_chargeback (reduced risk, 1.38pts)."
MID_0149,3.2195466,0.6604581,-0.009424811,-0.05491586,-0.1961402,0.15274689,-0.015803887,-2.9868598,-0.002647723,0.027577586,0.023492036,-0.6541965,0.00019754293,0.018259222,0.0,0.5875233,0.0,0.0,0.0,0.0,0.009113017,-0.033503123,-0.006681488,refund_rate,3.2195,anomaly_score,-2.9869,chargeback_rate,0.6605,"Score driven by refund_rate (reduced risk, 3.22pts) and anomaly_score (increased risk, 2.99pts)."
MID_0150,4.8575706,0.93717057,0.009743567,0.017154321,0.06459183,-0.6186488,0.011252922,0.8699028,0.02201891,0.22613712,0.23593117,0.117068656,-0.00011987268,-0.014738847,0.0,1.3649564,0.0,0.0,0.0,0.0,-0.016353488,-0.037744403,0.0066459742,refund_rate,4.8576,refund_x_chargeback,1.365,chargeback_rate,0.9372,"Score driven by refund_rate (reduced risk, 4.86pts) and refund_x_chargeback (reduced risk, 1.36pts)."
MID_0151,5.2297916,1.0446606,0.018236868,0.025847353,0.09200592,0.4047532,-0.0031502899,2.103737,0.0122001525,0.18993036,0.25496006,0.021982536,-9.793998e-05,0.056543197,0.0,1.4621851,0.0,0.0,0.0,0.0,0.0051996773,0.101107776,0.003947905,refund_rate,5.2298,anomaly_score,2.1037,refund_x_chargeback,1.4622,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 2.10pts)."
MID_0152,5.08924,1.0403634,0.008813926,0.023326477,0.06819725,0.26725706,-0.0038692509,2.0135984,0.0132652,0.18562555,0.21169904,0.10063351,-9.793998e-05,0.012387131,0.0,1.48867,0.0,0.0,0.0,0.0,0.0046595167,0.09591836,0.0031064232,refund_rate,5.0892,anomaly_score,2.0136,refund_x_chargeback,1.4887,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 2.01pts)."
MID_0153,4.366542,1.0227393,0.011617354,0.022797763,0.054212797,0.06855631,-0.0014613741,1.9267654,0.008448742,0.07768213,0.057450034,0.1391706,-8.828413e-05,-0.031580813,0.0,1.2761581,0.0,0.0,0.0,0.0,0.0053772987,0.120120324,0.0008748553,refund_rate,4.3665,anomaly_score,1.9268,refund_x_chargeback,1.2762,"Score driven by refund_rate (reduced risk, 4.37pts) and anomaly_score (reduced risk, 1.93pts)."
MID_0154,1.4366266,0.25678235,0.010458601,0.023135455,0.05030037,0.24287711,0.0041262205,1.2355633,0.0092219645,-0.34590524,-0.1594827,0.12475494,-0.00011551611,0.034416124,0.0,-1.3535234,0.0,0.0,0.0,0.0,0.009658962,0.046917107,0.007891176,refund_rate,1.4366,refund_x_chargeback,-1.3535,anomaly_score,1.2356,"Score driven by refund_rate (reduced risk, 1.44pts) and refund_x_chargeback (increased risk, 1.35pts)."
MID_0155,5.1213727,1.0011482,0.01762515,0.039157573,0.011055802,-0.091291934,-0.010215568,0.51926196,0.014339967,0.19465475,0.24184301,0.025418604,0.0014301623,-0.046897948,0.0,1.4255549,0.0,0.0,0.0,0.0,0.005476478,0.013640351,0.0035116347,refund_rate,5.1214,refund_x_chargeback,1.4256,chargeback_rate,1.0011,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.43pts)."
MID_0156,0.9064014,0.12839001,0.018524688,0.0129604,0.040332463,0.10141128,0.011780317,-0.9731876,-0.008077824,-0.28454873,-0.23137708,0.11607414,-9.121389e-05,-0.014814216,0.0,-2.8939776,0.0,0.0,0.0,0.0,0.012060753,0.037205663,-0.014495108,refund_x_chargeback,-2.894,anomaly_score,-0.9732,refund_rate,0.9064,"Score driven by refund_x_chargeback (increased risk, 2.89pts) and anomaly_score (increased risk, 0.97pts)."
MID_0157,5.208854,1.0373319,0.019409338,0.026120713,0.06327234,0.24595119,-0.0033946028,2.0205877,0.0107605355,0.19025844,0.227917,0.024798566,-9.793998e-05,0.01560292,0.0,1.4770606,0.0,0.0,0.0,0.0,0.0049152444,0.0962107,0.0036322551,refund_rate,5.2089,anomaly_score,2.0206,refund_x_chargeback,1.4771,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 2.02pts)."
MID_0158,3.931096,0.9545174,0.008028644,0.00042863033,0.04781922,0.07952861,0.0015722342,1.2384386,0.007969661,0.0039794743,0.16343318,0.1820759,-0.00048397883,-0.034585163,0.0,1.2427613,0.0,0.0,0.0,0.0,0.004700852,0.10609655,0.0004761324,refund_rate,3.9311,refund_x_chargeback,1.2428,anomaly_score,1.2384,"Score driven by refund_rate (reduced risk, 3.93pts) and refund_x_chargeback (reduced risk, 1.24pts)."
MID_0159,4.485103,0.99922425,0.009483031,0.018682176,0.05213646,0.109745905,0.0013658565,1.5569801,0.010330079,0.14230675,0.20483477,0.123962924,-8.828413e-05,-0.037479453,0.0,1.3887119,0.0,0.0,0.0,0.0,0.0044186707,0.094999574,0.0030854887,refund_rate,4.4851,anomaly_score,1.557,refund_x_chargeback,1.3887,"Score driven by refund_rate (reduced risk, 4.49pts) and anomaly_score (reduced risk, 1.56pts)."
MID_0160,3.480179,0.8199228,0.015240669,0.029560432,0.05793707,0.25523892,0.0065319533,2.174521,-0.014117235,0.0038182877,-0.17433631,0.28643477,-9.793998e-05,0.020288024,0.0,0.96162874,0.0,0.0,0.0,0.0,0.005429855,0.09699214,0.001550305,refund_rate,3.4802,anomaly_score,2.1745,refund_x_chargeback,0.9616,"Score driven by refund_rate (reduced risk, 3.48pts) and anomaly_score (reduced risk, 2.17pts)."
MID_0161,3.778154,0.7448182,0.013943401,0.018792022,0.012411121,-0.09754828,-0.0140395975,1.4960294,-0.02435946,-0.009049587,-0.18052946,0.14449134,0.00018222143,-0.03331458,0.0,0.96472186,0.0,0.0,0.0,0.0,0.0080177095,-0.03842561,0.002107488,refund_rate,3.7782,anomaly_score,1.496,refund_x_chargeback,0.9647,"Score driven by refund_rate (reduced risk, 3.78pts) and anomaly_score (reduced risk, 1.50pts)."
MID_0162,3.048521,0.32932806,0.020481061,-0.03719823,0.064356126,0.14468674,0.0050712526,0.7855533,-0.00072468224,-0.11898805,-0.17787711,0.23501517,-0.000106547894,-0.029399095,0.0,0.6870123,0.0,0.0,0.0,0.0,0.014890989,0.037308663,0.0008768415,refund_rate,3.0485,anomaly_score,0.7856,refund_x_chargeback,0.687,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 0.79pts)."
MID_0163,5.0239267,1.0150329,0.010174532,0.022077352,0.060621634,0.20333268,-0.001509675,1.696543,0.012723834,0.17606133,0.18309072,0.09675848,-9.999707e-05,-0.03285939,0.0,1.452163,0.0,0.0,0.0,0.0,0.004479331,0.09884261,0.0005902129,refund_rate,5.0239,anomaly_score,1.6965,refund_x_chargeback,1.4522,"Score driven by refund_rate (reduced risk, 5.02pts) and anomaly_score (reduced risk, 1.70pts)."
MID_0164,0.78369963,0.21228123,0.016619833,0.0028699872,0.071668014,-0.019124305,0.010656322,-1.3321,-0.0051374524,-0.25661558,-0.19613576,0.11331273,-0.0004921709,-0.07008818,0.0,-2.3899317,0.0,0.0,0.0,0.0,-0.040098276,0.058134094,-0.02050285,refund_x_chargeback,-2.3899,anomaly_score,-1.3321,refund_rate,0.7837,"Score driven by refund_x_chargeback (increased risk, 2.39pts) and anomaly_score (increased risk, 1.33pts)."
MID_0165,1.7948925,0.21376853,0.013485243,-0.06229515,0.021427983,0.13649127,-0.013543745,-2.766322,0.016785417,-0.42745075,-0.18203305,0.105494544,0.0001548285,0.011702241,0.0,-2.9665956,0.0,0.0,0.0,0.0,0.009510203,0.016705787,-0.018825235,refund_x_chargeback,-2.9666,anomaly_score,-2.7663,refund_rate,1.7949,"Score driven by refund_x_chargeback (increased risk, 2.97pts) and anomaly_score (increased risk, 2.77pts)."
MID_0166,5.189725,1.0292737,0.01772778,0.022303361,0.060318887,0.21627092,-0.0060860077,2.0457773,0.01027249,0.18573964,0.18670604,0.019904628,-8.828413e-05,-0.02329277,0.0,1.4193754,0.0,0.0,0.0,0.0,0.004770442,0.101317115,0.0040546167,refund_rate,5.1897,anomaly_score,2.0458,refund_x_chargeback,1.4194,"Score driven by refund_rate (reduced risk, 5.19pts) and anomaly_score (reduced risk, 2.05pts)."
MID_0167,2.928038,0.49838218,0.018308513,0.019615829,0.06539689,0.014260691,-0.0032039343,1.8391986,-0.0035057846,-0.107076794,-0.13155589,0.26859102,-8.828413e-05,0.016563646,0.0,0.8064941,0.0,0.0,0.0,0.0,0.012330292,0.05948993,0.0020272136,refund_rate,2.928,anomaly_score,1.8392,refund_x_chargeback,0.8065,"Score driven by refund_rate (reduced risk, 2.93pts) and anomaly_score (reduced risk, 1.84pts)."
MID_0168,3.8597941,0.63347244,0.012453076,0.021240931,0.06274568,0.24560113,-0.0011076749,1.6443626,-0.006446348,0.0014658053,-0.20240885,0.1711425,-9.793998e-05,-0.03324038,0.0,0.9603149,0.0,0.0,0.0,0.0,0.007714145,0.094920486,-0.0006439185,refund_rate,3.8598,anomaly_score,1.6444,refund_x_chargeback,0.9603,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 1.64pts)."
MID_0169,3.9585092,0.9116038,0.012068622,0.004245448,0.07855383,0.3541617,0.0005535738,2.03011,0.006609776,0.036830466,0.028005727,0.185204,-9.793998e-05,0.03810612,0.0,0.96915716,0.0,0.0,0.0,0.0,0.006089099,0.12511222,0.0027639319,refund_rate,3.9585,anomaly_score,2.0301,refund_x_chargeback,0.9692,"Score driven by refund_rate (reduced risk, 3.96pts) and anomaly_score (reduced risk, 2.03pts)."
MID_0170,3.4069421,0.7898482,0.01400947,0.032946385,0.08339549,0.34892455,0.00029662767,2.058285,0.009681131,-0.030178007,0.0291551,0.29702616,-9.793998e-05,0.009731459,0.0,0.9394899,0.0,0.0,0.0,0.0,0.0059108706,0.11882424,0.003057413,refund_rate,3.4069,anomaly_score,2.0583,refund_x_chargeback,0.9395,"Score driven by refund_rate (reduced risk, 3.41pts) and anomaly_score (reduced risk, 2.06pts)."
MID_0171,3.8902142,0.49036324,0.016300673,-0.07445362,0.06572341,0.2933213,0.0029926414,1.0206409,-0.017850436,0.035749305,-0.21407954,0.17132685,-0.000116203744,-0.02187758,0.0,0.94124764,0.0,0.0,0.0,0.0,0.01041707,0.082153805,0.0036398633,refund_rate,3.8902,anomaly_score,1.0206,refund_x_chargeback,0.9412,"Score driven by refund_rate (reduced risk, 3.89pts) and anomaly_score (reduced risk, 1.02pts)."
MID_0172,5.2389183,1.0587932,0.015984097,0.023730349,0.049935732,0.1972314,-0.0070053716,1.7076088,0.010926947,0.1699852,0.07659965,0.022879807,-8.828413e-05,-0.013168999,0.0,1.437792,0.0,0.0,0.0,0.0,0.0054795058,0.09767569,0.0042719427,refund_rate,5.2389,anomaly_score,1.7076,refund_x_chargeback,1.4378,"Score driven by refund_rate (reduced risk, 5.24pts) and anomaly_score (reduced risk, 1.71pts)."
MID_0173,3.4708548,0.6256408,0.01486762,0.008740565,0.070279695,0.36065784,0.0040444685,2.1679826,0.006723583,0.0058099725,-0.17331958,0.2826252,-9.793998e-05,0.03796456,0.0,0.93978935,0.0,0.0,0.0,0.0,0.007607255,0.09415995,0.003171576,refund_rate,3.4709,anomaly_score,2.168,refund_x_chargeback,0.9398,"Score driven by refund_rate (reduced risk, 3.47pts) and anomaly_score (reduced risk, 2.17pts)."
MID_0174,4.6011877,1.0186871,0.013931601,0.013815204,0.06601115,0.22885415,0.004374672,2.1329238,0.0020815076,0.13790503,0.033863198,0.110136196,-8.828413e-05,0.013237259,0.0,1.2650914,0.0,0.0,0.0,0.0,0.005442449,0.11855535,0.001079368,refund_rate,4.6012,anomaly_score,2.1329,refund_x_chargeback,1.2651,"Score driven by refund_rate (reduced risk, 4.60pts) and anomaly_score (reduced risk, 2.13pts)."
MID_0175,3.0498493,0.47499934,0.018720169,0.019369904,0.078318015,0.1745121,-5.942413e-05,1.3849231,0.0083314385,-0.079667464,-0.17064768,0.28826255,-0.00048397883,-0.03696767,0.0,0.84861445,0.0,0.0,0.0,0.0,0.012456404,0.05606969,0.0015478907,refund_rate,3.0498,anomaly_score,1.3849,refund_x_chargeback,0.8486,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 1.38pts)."
MID_0176,5.093405,1.0361634,0.017831668,0.003179445,0.057225782,0.1228531,-0.0030765666,1.6261206,0.013161286,0.18365528,0.22022752,0.101035535,-8.828413e-05,0.0017881099,0.0,1.499636,0.0,0.0,0.0,0.0,0.0042191795,0.09604244,0.0038664034,refund_rate,5.0934,anomaly_score,1.6261,refund_x_chargeback,1.4996,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.63pts)."
