merchant_id,segment,week,health_score,survival_prob_4w,p_failure_4w,revenue_at_risk,net_revenue_at_risk,refund_rate,chargeback_rate,anomaly_score,cluster_label,umap_x,umap_y,xgb_predicted_score,risk_tier,top_driver_1_x,top_driver_1_val_x,top_driver_2_x,top_driver_2_val_x,alert_text_x,survival_prob_now,gmv_4w_avg,drift_score,drift_euclidean,drift_composite,top_driver_1_y,top_driver_1_val_y,top_driver_2_y,top_driver_2_val_y,alert_text_y,watchlist_flag,alert_severity
MID_0129,healthy,24,68.53323018111071,0.5,0.5,207428.93,203360.22,0.11327,0.02101,20.2,Healthy,12.796,12.5542,68.52,Yellow,anomaly_score,-2.933,refund_rate,2.8081,"Score driven by anomaly_score (increased risk, 2.93pts) and refund_rate (reduced risk, 2.81pts).",0.5,101717.87,1.0,0.2265,0.6906,anomaly_score,-2.933,refund_rate,2.8081,"Score driven by anomaly_score (increased risk, 2.93pts) and refund_rate (reduced risk, 2.81pts).",1,HIGH
MID_0130,healthy,24,63.82601587965922,0.5,0.5,182512.88,178994.27,0.2,0.03862,13.69,Healthy,4.1741,7.7957,63.88,Yellow,refund_rate,-4.1822,refund_x_chargeback,-1.8345,"Score driven by refund_rate (increased risk, 4.18pts) and refund_x_chargeback (increased risk, 1.83pts).",0.5,87965.3275,0.4066,0.1009,0.2843,refund_rate,-4.1822,refund_x_chargeback,-1.8345,"Score driven by refund_rate (increased risk, 4.18pts) and refund_x_chargeback (increased risk, 1.83pts).",0,LOW
MID_0131,healthy,24,75.9502812346615,0.5,0.5,435137.32,426476.64,0.03535,0.0075,11.18,Healthy,12.9799,13.6855,75.92,Green,refund_rate,4.067,refund_x_chargeback,1.0169,"Score driven by refund_rate (reduced risk, 4.07pts) and refund_x_chargeback (reduced risk, 1.02pts).",0.5,216517.0175,0.6855,0.1929,0.4885,refund_rate,4.067,refund_x_chargeback,1.0169,"Score driven by refund_rate (reduced risk, 4.07pts) and refund_x_chargeback (reduced risk, 1.02pts).",1,MEDIUM
MID_0132,healthy,24,78.28315374407084,0.5,0.5,318944.39,312615.1,0.03477,0.00652,6.3,Healthy,13.4035,13.9316,78.1,Green,refund_rate,4.2817,anomaly_score,1.2722,"Score driven by refund_rate (reduced risk, 4.28pts) and anomaly_score (reduced risk, 1.27pts).",0.5,158232.2475,0.9041,0.394,0.7001,refund_rate,4.2817,anomaly_score,1.2722,"Score driven by refund_rate (reduced risk, 4.28pts) and anomaly_score (reduced risk, 1.27pts).",1,HIGH
MID_0133,healthy,24,74.51266732685559,0.5,0.5,190593.56,186847.88,0.09327,0.01811,4.46,Healthy,7.2015,6.1925,74.46,Yellow,refund_rate,2.4103,anomaly_score,1.859,"Score driven by refund_rate (reduced risk, 2.41pts) and anomaly_score (reduced risk, 1.86pts).",0.5,93641.895,0.5672,0.1312,0.3928,refund_rate,2.4103,anomaly_score,1.859,"Score driven by refund_rate (reduced risk, 2.41pts) and anomaly_score (reduced risk, 1.86pts).",0,MEDIUM
MID_0134,healthy,24,75.31516578828574,0.5,0.5,302209.89,296315.41,0.08425,0.01848,4.25,Healthy,13.7355,13.2208,75.25,Green,refund_rate,2.6034,anomaly_score,1.9774,"Score driven by refund_rate (reduced risk, 2.60pts) and anomaly_score (reduced risk, 1.98pts).",0.5,147361.95249999998,1.0,0.444,0.7776,refund_rate,2.6034,anomaly_score,1.9774,"Score driven by refund_rate (reduced risk, 2.60pts) and anomaly_score (reduced risk, 1.98pts).",1,HIGH
MID_0135,healthy,24,58.920899897992655,0.5,0.5,391327.94,383710.99,0.18213,0.03913,30.34,Healthy,12.5402,11.3895,58.95,Yellow,anomaly_score,-4.8821,refund_rate,-3.6795,"Score driven by anomaly_score (increased risk, 4.88pts) and refund_rate (increased risk, 3.68pts).",0.5,190423.8225,1.0,0.2618,0.7047,anomaly_score,-4.8821,refund_rate,-3.6795,"Score driven by anomaly_score (increased risk, 4.88pts) and refund_rate (increased risk, 3.68pts).",1,HIGH
MID_0136,healthy,24,75.6497464747666,0.5,0.5,561496.1,550427.7,0.07159,0.01177,4.32,Healthy,8.0019,6.5689,75.64,Green,refund_rate,2.6903,anomaly_score,1.5751,"Score driven by refund_rate (reduced risk, 2.69pts) and anomaly_score (reduced risk, 1.58pts).",0.5,276709.93000000005,0.443,0.1211,0.3142,refund_rate,2.6903,anomaly_score,1.5751,"Score driven by refund_rate (reduced risk, 2.69pts) and anomaly_score (reduced risk, 1.58pts).",0,LOW
MID_0137,healthy,24,77.16262627091008,0.5,0.5,431580.81,423033.41,0.02138,0.00331,12.36,Risky,0.6501,3.6771,77.02,Green,refund_rate,4.767,refund_x_chargeback,1.278,"Score driven by refund_rate (reduced risk, 4.77pts) and refund_x_chargeback (reduced risk, 1.28pts).",0.5,213684.8975,1.0,0.5143,0.8057,refund_rate,4.767,refund_x_chargeback,1.278,"Score driven by refund_rate (reduced risk, 4.77pts) and refund_x_chargeback (reduced risk, 1.28pts).",1,HIGH
MID_0138,healthy,24,67.95958798471804,0.5,0.5,338252.64,331604.03,0.13702,0.02111,18.72,Healthy,5.9618,8.0452,68.0,Yellow,anomaly_score,-2.0907,refund_x_chargeback,-1.7003,"Score driven by anomaly_score (increased risk, 2.09pts) and refund_x_chargeback (increased risk, 1.70pts).",0.5,166215.2675,1.0,0.247,0.6988,anomaly_score,-2.0907,refund_x_chargeback,-1.7003,"Score driven by anomaly_score (increased risk, 2.09pts) and refund_x_chargeback (increased risk, 1.70pts).",1,HIGH
MID_0139,healthy,24,72.44416303405944,0.5,0.5,197539.97,193677.58,0.13011,0.01936,5.51,Healthy,6.1203,7.1355,72.52,Yellow,anomaly_score,1.8387,refund_rate,1.4769,"Score driven by anomaly_score (reduced risk, 1.84pts) and refund_rate (reduced risk, 1.48pts).",0.5,96559.735,0.5096,0.137,0.3606,anomaly_score,1.8387,refund_rate,1.4769,"Score driven by anomaly_score (reduced risk, 1.84pts) and refund_rate (reduced risk, 1.48pts).",0,MEDIUM
MID_0140,healthy,24,77.3382906435453,0.5,0.5,218199.01,213857.06,0.03648,0.00828,8.85,Healthy,13.544,13.9588,77.45,Green,refund_rate,4.2366,refund_x_chargeback,0.9987,"Score driven by refund_rate (reduced risk, 4.24pts) and refund_x_chargeback (reduced risk, 1.00pts).",0.5,108548.7125,0.712,0.1932,0.5045,refund_rate,4.2366,refund_x_chargeback,0.9987,"Score driven by refund_rate (reduced risk, 4.24pts) and refund_x_chargeback (reduced risk, 1.00pts).",1,HIGH
MID_0141,healthy,24,71.48243465160535,0.5,0.5,820617.42,804351.63,0.05387,0.01122,17.97,Healthy,12.9543,13.6569,71.48,Yellow,refund_rate,3.5936,anomaly_score,-2.2439,"Score driven by refund_rate (reduced risk, 3.59pts) and anomaly_score (increased risk, 2.24pts).",0.5,406644.67,1.0,0.4233,0.7693,refund_rate,3.5936,anomaly_score,-2.2439,"Score driven by refund_rate (reduced risk, 3.59pts) and anomaly_score (increased risk, 2.24pts).",1,HIGH
MID_0142,healthy,24,70.28850644203924,0.5,0.5,235309.96,230727.14,0.13591,0.02746,8.41,Healthy,5.8719,6.9743,70.29,Yellow,refund_x_chargeback,-2.5284,anomaly_score,1.1976,"Score driven by refund_x_chargeback (increased risk, 2.53pts) and anomaly_score (reduced risk, 1.20pts).",0.5,114570.505,0.6101,0.1382,0.4213,refund_x_chargeback,-2.5284,anomaly_score,1.1976,"Score driven by refund_x_chargeback (increased risk, 2.53pts) and anomaly_score (reduced risk, 1.20pts).",1,MEDIUM
MID_0143,healthy,24,61.18834889919116,0.5,0.5,190474.17,186795.98,0.2,0.04051,22.91,Healthy,12.5032,11.3327,61.04,Yellow,refund_rate,-4.657,anomaly_score,-3.4113,"Score driven by refund_rate (increased risk, 4.66pts) and anomaly_score (increased risk, 3.41pts).",0.5,91954.725,0.6639,0.1444,0.4561,refund_rate,-4.657,anomaly_score,-3.4113,"Score driven by refund_rate (increased risk, 4.66pts) and anomaly_score (increased risk, 3.41pts).",1,MEDIUM
MID_0144,healthy,24,77.26616118820166,0.5,0.5,257894.62,252756.35,0.01684,0.00457,13.59,Risky,0.3694,3.5523,77.23,Green,refund_rate,4.9067,refund_x_chargeback,1.2788,"Score driven by refund_rate (reduced risk, 4.91pts) and refund_x_chargeback (reduced risk, 1.28pts).",0.5,128456.76750000002,1.0,0.4707,0.7883,refund_rate,4.9067,refund_x_chargeback,1.2788,"Score driven by refund_rate (reduced risk, 4.91pts) and refund_x_chargeback (reduced risk, 1.28pts).",1,HIGH
MID_0145,healthy,24,71.11076825947762,0.5,0.5,483748.75,474319.89,0.12446,0.02265,8.8,Healthy,13.6811,12.5816,71.12,Yellow,refund_rate,1.6941,refund_x_chargeback,-1.5957,"Score driven by refund_rate (reduced risk, 1.69pts) and refund_x_chargeback (increased risk, 1.60pts).",0.5,235721.4575,1.0,0.2504,0.7002,refund_rate,1.6941,refund_x_chargeback,-1.5957,"Score driven by refund_rate (reduced risk, 1.69pts) and refund_x_chargeback (increased risk, 1.60pts).",1,HIGH
MID_0146,healthy,24,73.03045461768923,0.5,0.5,376827.27,369414.1,0.09504,0.0185,7.63,Healthy,7.1454,6.4854,73.02,Yellow,refund_rate,2.2844,anomaly_score,1.0493,"Score driven by refund_rate (reduced risk, 2.28pts) and anomaly_score (reduced risk, 1.05pts).",0.5,185329.14,0.6865,0.146,0.4703,refund_rate,2.2844,anomaly_score,1.0493,"Score driven by refund_rate (reduced risk, 2.28pts) and anomaly_score (reduced risk, 1.05pts).",1,MEDIUM
MID_0147,healthy,24,79.46812169578713,0.5,0.5,456240.89,447163.43,0.01,0.00452,7.58,Risky,0.4008,3.4708,79.44,Green,refund_rate,4.9691,refund_x_chargeback,1.4058,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.41pts).",0.5,226936.59250000003,0.8923,0.2395,0.6312,refund_rate,4.9691,refund_x_chargeback,1.4058,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.41pts).",1,HIGH
MID_0148,healthy,24,77.21367832586925,0.5,0.5,907417.29,889424.31,0.01505,0.0022,11.38,Healthy,8.9627,6.6983,77.17,Green,refund_rate,4.5165,refund_x_chargeback,1.3772,"Score driven by refund_rate (reduced risk, 4.52pts) and refund_x_chargeback (reduced risk, 1.38pts).",0.5,449824.595,0.5938,0.1688,0.4238,refund_rate,4.5165,refund_x_chargeback,1.3772,"Score driven by refund_rate (reduced risk, 4.52pts) and refund_x_chargeback (reduced risk, 1.38pts).",1,MEDIUM
MID_0149,healthy,24,71.09604587397546,0.5,0.5,153759.84,150714.69,0.07703,0.0121,21.88,Healthy,12.6529,12.7917,71.15,Yellow,refund_rate,3.2195,anomaly_score,-2.9869,"Score driven by refund_rate (reduced risk, 3.22pts) and anomaly_score (increased risk, 2.99pts).",0.5,76128.7175,1.0,0.3144,0.7258,refund_rate,3.2195,anomaly_score,-2.9869,"Score driven by refund_rate (reduced risk, 3.22pts) and anomaly_score (increased risk, 2.99pts).",1,HIGH
MID_0150,healthy,24,78.44744957638163,0.5,0.5,561448.93,550278.14,0.01108,0.00286,7.96,Healthy,11.8904,4.2254,78.46,Green,refund_rate,4.8576,refund_x_chargeback,1.365,"Score driven by refund_rate (reduced risk, 4.86pts) and refund_x_chargeback (reduced risk, 1.36pts).",0.5,279269.8175,1.0,0.4716,0.7886,refund_rate,4.8576,refund_x_chargeback,1.365,"Score driven by refund_rate (reduced risk, 4.86pts) and refund_x_chargeback (reduced risk, 1.36pts).",1,HIGH
MID_0151,growing,24,81.4982728933565,0.5,0.5,144956.89,142065.33,0.01,0.001,3.12,Healthy,14.3224,5.3733,81.43,Green,refund_rate,5.2298,anomaly_score,2.1037,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 2.10pts).",0.5,72288.98999999999,0.0902,0.0737,0.0836,refund_rate,5.2298,anomaly_score,2.1037,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 2.10pts).",0,LOW
MID_0152,growing,24,81.07110200680503,0.5,0.5,285249.54,279573.82,0.01083,0.001,3.91,Healthy,14.3232,5.3822,81.03,Green,refund_rate,5.0892,anomaly_score,2.0136,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 2.01pts).",0.5,141893.01750000002,0.147,0.0928,0.1253,refund_rate,5.0892,anomaly_score,2.0136,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 2.01pts).",0,LOW
MID_0153,growing,24,79.41554279061276,0.5,0.5,429312.74,420790.07,0.03198,0.00402,3.84,Healthy,14.1143,5.4126,79.53,Green,refund_rate,4.3665,anomaly_score,1.9268,"Score driven by refund_rate (reduced risk, 4.37pts) and anomaly_score (reduced risk, 1.93pts).",0.5,213066.7125,0.1823,0.0962,0.1479,refund_rate,4.3665,anomaly_score,1.9268,"Score driven by refund_rate (reduced risk, 4.37pts) and anomaly_score (reduced risk, 1.93pts).",0,LOW
MID_0154,growing,24,72.12208685700625,0.5,0.5,194366.23,190560.43,0.13155,0.01605,7.48,Risky,18.5366,3.3018,72.04,Yellow,refund_rate,1.4366,refund_x_chargeback,-1.3535,"Score driven by refund_rate (reduced risk, 1.44pts) and refund_x_chargeback (increased risk, 1.35pts).",0.5,95145.105,0.29,0.1054,0.2162,refund_rate,1.4366,refund_x_chargeback,-1.3535,"Score driven by refund_rate (reduced risk, 1.44pts) and refund_x_chargeback (increased risk, 1.35pts).",0,LOW
MID_0155,growing,24,78.92579040090911,0.5,0.5,548398.45,537464.97,0.01,0.001,9.34,Risky,0.517,3.5747,78.9,Green,refund_rate,5.1214,refund_x_chargeback,1.4256,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.43pts).",0.5,273336.9625,1.0,0.4746,0.7898,refund_rate,5.1214,refund_x_chargeback,1.4256,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.43pts).",1,HIGH
MID_0156,growing,24,67.38532725362055,0.5,0.5,332073.51,325598.99,0.15167,0.02512,15.69,Risky,2.9029,7.6947,67.37,Yellow,refund_x_chargeback,-2.894,anomaly_score,-0.9732,"Score driven by refund_x_chargeback (increased risk, 2.89pts) and anomaly_score (increased risk, 0.97pts).",0.5,161863.0475,0.6249,0.1149,0.4209,refund_x_chargeback,-2.894,anomaly_score,-0.9732,"Score driven by refund_x_chargeback (increased risk, 2.89pts) and anomaly_score (increased risk, 0.97pts).",1,MEDIUM
MID_0157,growing,24,81.11286821396979,0.5,0.5,248893.66,243950.32,0.01,0.00103,3.72,Healthy,14.2904,5.3458,81.08,Green,refund_rate,5.2089,anomaly_score,2.0206,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 2.02pts).",0.5,123583.6,1.0,0.5037,0.8015,refund_rate,5.2089,anomaly_score,2.0206,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 2.02pts).",1,HIGH
MID_0158,growing,24,78.13774942036488,0.5,0.5,475972.18,466553.6,0.05024,0.0012,6.18,Healthy,13.7638,5.2877,78.35,Green,refund_rate,3.9311,refund_x_chargeback,1.2428,"Score driven by refund_rate (reduced risk, 3.93pts) and refund_x_chargeback (reduced risk, 1.24pts).",0.5,235464.5575,0.3037,0.1119,0.227,refund_rate,3.9311,refund_x_chargeback,1.2428,"Score driven by refund_rate (reduced risk, 3.93pts) and refund_x_chargeback (reduced risk, 1.24pts).",0,LOW
MID_0159,growing,24,79.54502035305154,0.5,0.5,351665.11,344697.85,0.02723,0.001,5.6,Healthy,14.2819,5.4376,79.58,Green,refund_rate,4.4851,anomaly_score,1.557,"Score driven by refund_rate (reduced risk, 4.49pts) and anomaly_score (reduced risk, 1.56pts).",0.5,174181.53250000003,0.5755,0.1572,0.4082,refund_rate,4.4851,anomaly_score,1.557,"Score driven by refund_rate (reduced risk, 4.49pts) and anomaly_score (reduced risk, 1.56pts).",1,MEDIUM
MID_0160,growing,24,78.51453956245001,0.5,0.5,266545.43,261276.99,0.05448,0.00806,2.07,Healthy,8.1062,4.748,78.43,Green,refund_rate,3.4802,anomaly_score,2.1745,"Score driven by refund_rate (reduced risk, 3.48pts) and anomaly_score (reduced risk, 2.17pts).",0.5,131711.1175,0.3259,0.1112,0.24,refund_rate,3.4802,anomaly_score,2.1745,"Score driven by refund_rate (reduced risk, 3.48pts) and anomaly_score (reduced risk, 2.17pts).",0,LOW
MID_0161,growing,24,77.10543728923295,0.5,0.5,445157.82,436396.67,0.05189,0.00884,5.6,Healthy,13.7292,13.2235,77.19,Green,refund_rate,3.7782,anomaly_score,1.496,"Score driven by refund_rate (reduced risk, 3.78pts) and anomaly_score (reduced risk, 1.50pts).",0.5,219028.82,1.0,0.2786,0.7114,refund_rate,3.7782,anomaly_score,1.496,"Score driven by refund_rate (reduced risk, 3.78pts) and anomaly_score (reduced risk, 1.50pts).",1,HIGH
MID_0162,growing,24,75.39731674466991,0.5,0.5,565763.06,554593.92,0.06304,0.01523,7.89,Healthy,7.8931,4.7884,75.42,Green,refund_rate,3.0485,anomaly_score,0.7856,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 0.79pts).",0.5,279228.40750000003,0.6437,0.1279,0.4374,refund_rate,3.0485,anomaly_score,0.7856,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 0.79pts).",1,MEDIUM
MID_0163,growing,24,80.42480025823271,0.5,0.5,389511.34,381771.65,0.01389,0.00283,4.46,Healthy,14.3517,5.4358,80.43,Green,refund_rate,5.0239,anomaly_score,1.6965,"Score driven by refund_rate (reduced risk, 5.02pts) and anomaly_score (reduced risk, 1.70pts).",0.5,193492.165,0.1916,0.1038,0.1565,refund_rate,5.0239,anomaly_score,1.6965,"Score driven by refund_rate (reduced risk, 5.02pts) and anomaly_score (reduced risk, 1.70pts).",0,LOW
MID_0164,growing,24,67.41640008234258,0.5,0.5,937981.9,919716.06,0.154,0.02017,16.07,Risky,2.7877,7.862,67.35,Yellow,refund_x_chargeback,-2.3899,anomaly_score,-1.3321,"Score driven by refund_x_chargeback (increased risk, 2.39pts) and anomaly_score (increased risk, 1.33pts).",0.5,456645.91,0.9188,0.1552,0.6134,refund_x_chargeback,-2.3899,anomaly_score,-1.3321,"Score driven by refund_x_chargeback (increased risk, 2.39pts) and anomaly_score (increased risk, 1.33pts).",1,HIGH
MID_0165,growing,24,66.28194767393781,0.5,0.5,239894.68,235205.97,0.1304,0.02875,21.84,Healthy,12.6711,11.5134,66.31,Yellow,refund_x_chargeback,-2.9666,anomaly_score,-2.7663,"Score driven by refund_x_chargeback (increased risk, 2.97pts) and anomaly_score (increased risk, 2.77pts).",0.5,117217.7775,1.0,0.1791,0.6716,refund_x_chargeback,-2.9666,anomaly_score,-2.7663,"Score driven by refund_x_chargeback (increased risk, 2.97pts) and anomaly_score (increased risk, 2.77pts).",1,HIGH
MID_0166,growing,24,80.89753760564878,0.5,0.5,340584.4,333788.85,0.01,0.00287,3.55,Healthy,14.3244,5.3752,80.89,Green,refund_rate,5.1897,anomaly_score,2.0458,"Score driven by refund_rate (reduced risk, 5.19pts) and anomaly_score (reduced risk, 2.05pts).",0.5,169888.785,0.0972,0.0771,0.0892,refund_rate,5.1897,anomaly_score,2.0458,"Score driven by refund_rate (reduced risk, 5.19pts) and anomaly_score (reduced risk, 2.05pts).",0,LOW
MID_0167,growing,24,76.68120401785126,0.5,0.5,663069.79,649978.84,0.06289,0.01363,3.77,Healthy,8.0159,4.8651,76.71,Green,refund_rate,2.928,anomaly_score,1.8392,"Score driven by refund_rate (reduced risk, 2.93pts) and anomaly_score (reduced risk, 1.84pts).",0.5,327273.79250000004,0.501,0.1323,0.3535,refund_rate,2.928,anomaly_score,1.8392,"Score driven by refund_rate (reduced risk, 2.93pts) and anomaly_score (reduced risk, 1.84pts).",0,MEDIUM
MID_0168,growing,24,77.79523558252404,0.5,0.5,408599.01,400515.25,0.04929,0.01032,4.53,Healthy,8.0569,4.9345,77.88,Green,refund_rate,3.8598,anomaly_score,1.6444,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 1.64pts).",0.5,202093.9025,0.4281,0.1052,0.2989,refund_rate,3.8598,anomaly_score,1.6444,"Score driven by refund_rate (reduced risk, 3.86pts) and anomaly_score (reduced risk, 1.64pts).",0,LOW
MID_0169,growing,24,79.1479943975199,0.5,0.5,204257.74,200222.47,0.04507,0.00584,2.94,Healthy,13.6868,5.2458,79.16,Green,refund_rate,3.9585,anomaly_score,2.0301,"Score driven by refund_rate (reduced risk, 3.96pts) and anomaly_score (reduced risk, 2.03pts).",0.5,100881.76,0.7611,0.1683,0.524,refund_rate,3.9585,anomaly_score,2.0301,"Score driven by refund_rate (reduced risk, 3.96pts) and anomaly_score (reduced risk, 2.03pts).",1,HIGH
MID_0170,growing,24,78.5361450169233,0.5,0.5,392584.84,384825.26,0.05613,0.00715,2.43,Healthy,8.1951,4.6415,78.53,Green,refund_rate,3.4069,anomaly_score,2.0583,"Score driven by refund_rate (reduced risk, 3.41pts) and anomaly_score (reduced risk, 2.06pts).",0.5,193989.44,0.2634,0.1019,0.1988,refund_rate,3.4069,anomaly_score,2.0583,"Score driven by refund_rate (reduced risk, 3.41pts) and anomaly_score (reduced risk, 2.06pts).",0,LOW
MID_0171,growing,24,77.09672990772461,0.5,0.5,302862.72,296865.02,0.0444,0.0124,7.16,Healthy,9.3568,6.5075,77.1,Green,refund_rate,3.8902,anomaly_score,1.0206,"Score driven by refund_rate (reduced risk, 3.89pts) and anomaly_score (reduced risk, 1.02pts).",0.5,149942.5575,0.8049,0.1696,0.5508,refund_rate,3.8902,anomaly_score,1.0206,"Score driven by refund_rate (reduced risk, 3.89pts) and anomaly_score (reduced risk, 1.02pts).",1,HIGH
MID_0172,growing,24,80.46673941848803,0.5,0.5,266888.67,261568.95,0.01,0.00391,4.56,Healthy,14.3097,5.3659,80.51,Green,refund_rate,5.2389,anomaly_score,1.7076,"Score driven by refund_rate (reduced risk, 5.24pts) and anomaly_score (reduced risk, 1.71pts).",0.5,132992.88,1.0,0.4747,0.7899,refund_rate,5.2389,anomaly_score,1.7076,"Score driven by refund_rate (reduced risk, 5.24pts) and anomaly_score (reduced risk, 1.71pts).",1,HIGH
MID_0173,growing,24,78.32582516436324,0.5,0.5,173340.31,169933.93,0.05453,0.01089,2.03,Healthy,8.0652,5.0012,78.34,Green,refund_rate,3.4709,anomaly_score,2.168,"Score driven by refund_rate (reduced risk, 3.47pts) and anomaly_score (reduced risk, 2.17pts).",0.5,85159.5675,1.0,0.3623,0.7449,refund_rate,3.4709,anomaly_score,2.168,"Score driven by refund_rate (reduced risk, 3.47pts) and anomaly_score (reduced risk, 2.17pts).",1,HIGH
MID_0174,growing,24,80.17218856400885,0.5,0.5,385882.59,378231.91,0.02558,0.00525,2.44,Healthy,9.1966,6.0008,80.18,Green,refund_rate,4.6012,anomaly_score,2.1329,"Score driven by refund_rate (reduced risk, 4.60pts) and anomaly_score (reduced risk, 2.13pts).",0.5,191266.9125,0.3788,0.1313,0.2798,refund_rate,4.6012,anomaly_score,2.1329,"Score driven by refund_rate (reduced risk, 4.60pts) and anomaly_score (reduced risk, 2.13pts).",0,LOW
MID_0175,growing,24,76.6442121325442,0.5,0.5,670226.22,657003.98,0.057,0.01282,5.77,Healthy,8.0049,4.8414,76.54,Green,refund_rate,3.0498,anomaly_score,1.3849,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 1.38pts).",0.5,330556.1175,0.6734,0.1269,0.4548,refund_rate,3.0498,anomaly_score,1.3849,"Score driven by refund_rate (reduced risk, 3.05pts) and anomaly_score (reduced risk, 1.38pts).",1,MEDIUM
MID_0176,growing,24,80.48095918878238,0.5,0.5,347722.99,340802.81,0.01,0.001,5.45,Healthy,14.3313,5.3843,80.49,Green,refund_rate,5.0934,anomaly_score,1.6261,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.63pts).",0.5,173004.40000000002,0.164,0.0973,0.1373,refund_rate,5.0934,anomaly_score,1.6261,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.63pts).",0,LOW
MID_0177,growing,24,78.84262263861889,0.5,0.5,108626.35,106475.23,0.03256,0.00735,5.47,Risky,0.5369,3.6934,78.81,Green,refund_rate,4.33,anomaly_score,1.5884,"Score driven by refund_rate (reduced risk, 4.33pts) and anomaly_score (reduced risk, 1.59pts).",0.5,53777.905,0.1993,0.0952,0.1577,refund_rate,4.33,anomaly_score,1.5884,"Score driven by refund_rate (reduced risk, 4.33pts) and anomaly_score (reduced risk, 1.59pts).",0,LOW
MID_0178,growing,24,77.05219065021987,0.5,0.5,215693.54,211432.67,0.05395,0.01369,5.28,Healthy,7.9833,4.921,77.12,Green,refund_rate,3.3867,anomaly_score,1.5117,"Score driven by refund_rate (reduced risk, 3.39pts) and anomaly_score (reduced risk, 1.51pts).",0.5,106521.6425,0.3876,0.0996,0.2724,refund_rate,3.3867,anomaly_score,1.5117,"Score driven by refund_rate (reduced risk, 3.39pts) and anomaly_score (reduced risk, 1.51pts).",0,LOW
MID_0179,growing,24,66.70577086066348,0.5,0.5,423782.51,415504.73,0.154,0.02287,17.86,Healthy,12.8799,11.6153,66.81,Yellow,refund_x_chargeback,-2.6574,anomaly_score,-1.8,"Score driven by refund_x_chargeback (increased risk, 2.66pts) and anomaly_score (increased risk, 1.80pts).",0.5,206944.42,0.6457,0.149,0.447,refund_x_chargeback,-2.6574,anomaly_score,-1.8,"Score driven by refund_x_chargeback (increased risk, 2.66pts) and anomaly_score (increased risk, 1.80pts).",1,MEDIUM
MID_0180,growing,24,76.56041494400925,0.5,0.5,314754.22,308558.61,0.06961,0.01156,4.35,Healthy,7.6171,4.0698,76.51,Green,refund_rate,2.8136,anomaly_score,1.6719,"Score driven by refund_rate (reduced risk, 2.81pts) and anomaly_score (reduced risk, 1.67pts).",0.5,154890.28,0.8938,0.1498,0.5962,refund_rate,2.8136,anomaly_score,1.6719,"Score driven by refund_rate (reduced risk, 2.81pts) and anomaly_score (reduced risk, 1.67pts).",1,HIGH
MID_0181,growing,24,73.15347224480742,0.5,0.5,162144.19,158971.43,0.11485,0.01575,7.24,Risky,18.5145,3.3134,73.08,Yellow,refund_rate,1.936,anomaly_score,1.1219,"Score driven by refund_rate (reduced risk, 1.94pts) and anomaly_score (reduced risk, 1.12pts).",0.5,79319.015,0.5759,0.1035,0.3869,refund_rate,1.936,anomaly_score,1.1219,"Score driven by refund_rate (reduced risk, 1.94pts) and anomaly_score (reduced risk, 1.12pts).",0,MEDIUM
MID_0182,growing,24,68.25585033845068,0.5,0.5,334743.35,328211.61,0.154,0.02344,13.44,Risky,2.9098,7.7373,68.25,Yellow,refund_x_chargeback,-2.609,refund_rate,0.6423,"Score driven by refund_x_chargeback (increased risk, 2.61pts) and refund_rate (reduced risk, 0.64pts).",0.5,163293.6225,0.4969,0.1171,0.345,refund_x_chargeback,-2.609,refund_rate,0.6423,"Score driven by refund_x_chargeback (increased risk, 2.61pts) and refund_rate (reduced risk, 0.64pts).",0,LOW
MID_0183,growing,24,81.11402689513882,0.5,0.5,101973.38,99948.03,0.01191,0.00349,3.02,Healthy,14.3098,5.3614,81.11,Green,refund_rate,5.1306,anomaly_score,2.0958,"Score driven by refund_rate (reduced risk, 5.13pts) and anomaly_score (reduced risk, 2.10pts).",0.5,50633.75,0.1487,0.0929,0.1264,refund_rate,5.1306,anomaly_score,2.0958,"Score driven by refund_rate (reduced risk, 5.13pts) and anomaly_score (reduced risk, 2.10pts).",0,LOW
