merchant_id,week,segment,umap_x,umap_y,cluster_raw,cluster_label
MID_0128,24,healthy,-2.9996,6.9894,0,Healthy
MID_0129,1,healthy,-2.4621,-2.3917,4,Healthy
MID_0129,2,healthy,-5.445,3.9673,4,Healthy
MID_0129,3,healthy,3.2108,9.214,2,Healthy
MID_0129,4,healthy,-4.2326,3.8765,4,Healthy
MID_0129,5,healthy,3.9683,9.037,2,Healthy
MID_0129,6,healthy,-4.2819,3.7815,4,Healthy
MID_0129,7,healthy,3.1141,9.593,2,Healthy
MID_0129,8,healthy,-4.9325,4.173,4,Healthy
MID_0129,9,healthy,3.5977,7.2853,2,Healthy
MID_0129,10,healthy,4.9831,7.9064,2,Healthy
MID_0129,11,healthy,-4.6416,3.1272,4,Healthy
MID_0129,12,healthy,-3.2966,7.546,0,Healthy
MID_0129,13,healthy,-4.0172,7.3022,0,Healthy
MID_0129,14,healthy,3.619,9.3493,2,Healthy
MID_0129,15,healthy,3.3157,9.0518,2,Healthy
MID_0129,16,healthy,-5.1445,4.3111,4,Healthy
MID_0129,17,healthy,-3.0629,8.0906,0,Healthy
MID_0129,18,healthy,3.2771,7.6692,2,Healthy
MID_0129,19,healthy,-5.0351,3.7571,4,Healthy
MID_0129,20,healthy,3.3354,8.9658,2,Healthy
MID_0129,21,healthy,-4.9587,3.7766,4,Healthy
MID_0129,22,healthy,3.1632,5.2208,2,Healthy
MID_0129,23,healthy,-3.6668,3.2673,4,Healthy
MID_0129,24,healthy,-3.1469,6.702,0,Healthy
MID_0130,1,healthy,4.1861,13.0686,2,Healthy
MID_0130,2,healthy,0.5506,12.179,2,Healthy
MID_0130,3,healthy,4.4444,12.139,2,Healthy
MID_0130,4,healthy,4.9464,12.7416,2,Healthy
MID_0130,5,healthy,4.4793,12.5133,2,Healthy
MID_0130,6,healthy,5.5169,13.2119,2,Healthy
MID_0130,7,healthy,-2.4162,4.7884,4,Healthy
MID_0130,8,healthy,3.4364,12.4301,2,Healthy
MID_0130,9,healthy,-2.5532,4.9468,4,Healthy
MID_0130,10,healthy,3.371,12.4746,2,Healthy
MID_0130,11,healthy,-2.1392,4.0279,4,Healthy
MID_0130,12,healthy,-2.3613,5.9986,0,Healthy
MID_0130,13,healthy,4.7548,12.4355,2,Healthy
MID_0130,14,healthy,4.6208,12.2088,2,Healthy
MID_0130,15,healthy,-2.5366,5.0061,4,Healthy
MID_0130,16,healthy,4.072,12.7012,2,Healthy
MID_0130,17,healthy,-2.5698,4.9722,4,Healthy
MID_0130,18,healthy,3.5553,12.39,2,Healthy
MID_0130,19,healthy,-2.4854,4.1496,4,Healthy
MID_0130,20,healthy,3.9872,12.6662,2,Healthy
MID_0130,21,healthy,4.5447,12.5248,2,Healthy
MID_0130,22,healthy,3.5778,12.3247,2,Healthy
MID_0130,23,healthy,-2.3583,4.2367,4,Healthy
MID_0130,24,healthy,4.6475,12.3813,2,Healthy
MID_0131,1,healthy,-0.7074,-0.1743,4,Healthy
MID_0131,2,healthy,-2.4641,11.4328,0,Healthy
MID_0131,3,healthy,-7.2382,9.85,0,Healthy
MID_0131,4,healthy,4.6415,0.3511,1,Risky
MID_0131,5,healthy,6.5799,0.5008,1,Risky
MID_0131,6,healthy,-0.3371,0.2549,4,Healthy
MID_0131,7,healthy,-0.5815,-0.0013,4,Healthy
MID_0131,8,healthy,-7.8135,8.7311,0,Healthy
MID_0131,9,healthy,3.8341,-0.0241,1,Risky
MID_0131,10,healthy,2.3592,4.3225,2,Healthy
MID_0131,11,healthy,-5.2423,1.6286,4,Healthy
MID_0131,12,healthy,-4.9618,0.6414,4,Healthy
MID_0131,13,healthy,-6.9341,8.7582,0,Healthy
MID_0131,14,healthy,-5.4224,2.8076,4,Healthy
MID_0131,15,healthy,7.0511,0.2199,1,Risky
MID_0131,16,healthy,-7.2628,8.6982,0,Healthy
MID_0131,17,healthy,-4.8403,2.9114,4,Healthy
MID_0131,18,healthy,2.3942,4.3955,2,Healthy
MID_0131,19,healthy,-5.2665,2.0483,4,Healthy
MID_0131,20,healthy,-4.0862,8.048,0,Healthy
MID_0131,21,healthy,-7.8178,11.3421,0,Healthy
MID_0131,22,healthy,2.6741,5.3344,2,Healthy
MID_0131,23,healthy,3.9614,1.5048,1,Risky
MID_0131,24,healthy,-3.9522,7.7549,0,Healthy
MID_0132,1,healthy,1.6949,-5.8961,1,Risky
MID_0132,2,healthy,1.7476,-5.9565,1,Risky
MID_0132,3,healthy,5.4432,0.4416,1,Risky
MID_0132,4,healthy,-6.7958,10.1737,0,Healthy
MID_0132,5,healthy,4.0919,0.8271,1,Risky
MID_0132,6,healthy,-7.4553,9.9569,0,Healthy
MID_0132,7,healthy,-7.04,9.4033,0,Healthy
MID_0132,8,healthy,2.2441,-6.1696,1,Risky
MID_0132,9,healthy,3.5376,0.6226,1,Risky
MID_0132,10,healthy,2.3897,4.3988,2,Healthy
MID_0132,11,healthy,3.9215,1.1297,1,Risky
MID_0132,12,healthy,-2.6249,1.2794,4,Healthy
MID_0132,13,healthy,-12.6632,9.0613,0,Healthy
MID_0132,14,healthy,-12.5391,8.9148,0,Healthy
MID_0132,15,healthy,1.9407,6.9973,2,Healthy
MID_0132,16,healthy,4.7235,0.6026,1,Risky
MID_0132,17,healthy,1.7233,6.9014,2,Healthy
MID_0132,18,healthy,2.9,5.5989,2,Healthy
MID_0132,19,healthy,4.1275,1.296,1,Risky
MID_0132,20,healthy,6.8306,0.5042,1,Risky
MID_0132,21,healthy,-3.8364,7.4423,0,Healthy
MID_0132,22,healthy,2.8367,4.8706,2,Healthy
MID_0132,23,healthy,-5.2029,2.1368,4,Healthy
MID_0132,24,healthy,-3.9393,8.282,0,Healthy
MID_0133,1,healthy,2.5825,10.2475,2,Healthy
MID_0133,2,healthy,-5.4008,3.9484,4,Healthy
MID_0133,3,healthy,3.2715,9.1945,2,Healthy
MID_0133,4,healthy,-5.6791,3.6667,4,Healthy
MID_0133,5,healthy,2.4015,9.1647,2,Healthy
MID_0133,6,healthy,3.0607,8.9314,2,Healthy
MID_0133,7,healthy,2.3492,9.2948,2,Healthy
MID_0133,8,healthy,-5.5391,3.6847,4,Healthy
MID_0133,9,healthy,-3.3319,7.4887,0,Healthy
MID_0133,10,healthy,3.49,4.6953,2,Healthy
MID_0133,11,healthy,-4.4,2.935,4,Healthy
MID_0133,12,healthy,-3.3078,8.2275,0,Healthy
MID_0133,13,healthy,-3.603,7.3631,0,Healthy
MID_0133,14,healthy,2.0949,9.1257,2,Healthy
MID_0133,15,healthy,3.5575,8.8296,2,Healthy
MID_0133,16,healthy,-5.5962,3.9431,4,Healthy
MID_0133,17,healthy,-3.4796,7.2522,0,Healthy
MID_0133,18,healthy,3.3359,4.6266,2,Healthy
MID_0133,19,healthy,-4.3725,3.4391,4,Healthy
MID_0133,20,healthy,-3.3329,7.4501,0,Healthy
MID_0133,21,healthy,3.5414,7.0811,2,Healthy
MID_0133,22,healthy,3.2959,6.1546,2,Healthy
MID_0133,23,healthy,-3.7168,3.0709,4,Healthy
MID_0133,24,healthy,2.4827,8.9332,2,Healthy
MID_0134,1,healthy,1.0413,-5.612,1,Risky
MID_0134,2,healthy,1.0689,-5.637,1,Risky
MID_0134,3,healthy,0.2394,9.7251,2,Healthy
MID_0134,4,healthy,3.1738,8.6701,2,Healthy
MID_0134,5,healthy,-3.918,3.7077,4,Healthy
MID_0134,6,healthy,2.6539,9.0038,2,Healthy
MID_0134,7,healthy,-4.4486,3.5746,4,Healthy
MID_0134,8,healthy,3.8364,9.1694,2,Healthy
MID_0134,9,healthy,-4.982,4.2122,4,Healthy
MID_0134,10,healthy,3.469,6.0736,2,Healthy
MID_0134,11,healthy,-3.9315,2.8705,4,Healthy
MID_0134,12,healthy,2.9814,9.164,2,Healthy
MID_0134,13,healthy,-4.9938,4.0684,4,Healthy
MID_0134,14,healthy,3.6515,9.339,2,Healthy
MID_0134,15,healthy,-5.1765,4.3139,4,Healthy
MID_0134,16,healthy,2.4838,9.523,2,Healthy
MID_0134,17,healthy,-4.972,4.1867,4,Healthy
MID_0134,18,healthy,3.7507,6.0341,2,Healthy
MID_0134,19,healthy,-4.2641,2.9537,4,Healthy
MID_0134,20,healthy,2.9207,9.4178,2,Healthy
MID_0134,21,healthy,-4.7138,3.3584,4,Healthy
MID_0134,22,healthy,3.4202,4.9749,2,Healthy
MID_0134,23,healthy,-4.2243,2.7488,4,Healthy
MID_0134,24,healthy,-3.1461,8.1671,0,Healthy
MID_0135,1,healthy,1.1001,11.4461,2,Healthy
MID_0135,2,healthy,1.0485,11.4546,2,Healthy
MID_0135,3,healthy,-3.5856,4.5878,4,Healthy
MID_0135,4,healthy,4.1156,10.9165,2,Healthy
MID_0135,5,healthy,-3.5729,4.4791,4,Healthy
MID_0135,6,healthy,4.1584,11.0201,2,Healthy
MID_0135,7,healthy,-3.6131,4.7677,4,Healthy
MID_0135,8,healthy,4.1433,10.8674,2,Healthy
MID_0135,9,healthy,-3.9584,4.7604,4,Healthy
MID_0135,10,healthy,3.0409,12.0558,2,Healthy
MID_0135,11,healthy,-3.1547,3.7443,4,Healthy
MID_0135,12,healthy,-2.6795,6.8082,0,Healthy
MID_0135,13,healthy,4.3335,11.2987,2,Healthy
MID_0135,14,healthy,-3.9825,4.6125,4,Healthy
MID_0135,15,healthy,-2.8758,6.4324,0,Healthy
MID_0135,16,healthy,3.6414,12.3677,2,Healthy
MID_0135,17,healthy,-2.803,4.2062,4,Healthy
MID_0135,18,healthy,3.0969,12.1572,2,Healthy
MID_0135,19,healthy,-2.6252,4.0642,4,Healthy
MID_0135,20,healthy,4.4452,11.6365,2,Healthy
MID_0135,21,healthy,3.9335,12.1259,2,Healthy
MID_0135,22,healthy,3.4567,12.1684,2,Healthy
MID_0135,23,healthy,-2.6082,4.2137,4,Healthy
MID_0135,24,healthy,-2.3361,5.8192,4,Healthy
MID_0136,1,healthy,1.0761,9.8469,2,Healthy
MID_0136,2,healthy,1.6061,8.976,2,Healthy
MID_0136,3,healthy,-4.1206,3.6402,4,Healthy
MID_0136,4,healthy,-3.404,7.2453,0,Healthy
MID_0136,5,healthy,3.7742,9.1017,2,Healthy
MID_0136,6,healthy,2.9767,9.2459,2,Healthy
MID_0136,7,healthy,2.5622,8.8638,2,Healthy
MID_0136,8,healthy,-5.1498,3.9407,4,Healthy
MID_0136,9,healthy,2.3962,8.9844,2,Healthy
MID_0136,10,healthy,3.6883,5.8362,2,Healthy
MID_0136,11,healthy,-4.4818,2.8238,4,Healthy
MID_0136,12,healthy,2.7149,8.054,2,Healthy
MID_0136,13,healthy,-5.5011,3.5935,4,Healthy
MID_0136,14,healthy,2.1189,8.9367,2,Healthy
MID_0136,15,healthy,2.8665,7.9132,2,Healthy
MID_0136,16,healthy,-5.194,3.6605,4,Healthy
MID_0136,17,healthy,-3.4749,8.3222,0,Healthy
MID_0136,18,healthy,3.2872,6.8631,2,Healthy
MID_0136,19,healthy,-4.5821,2.7722,4,Healthy
MID_0136,20,healthy,3.1261,7.1046,2,Healthy
MID_0136,21,healthy,-5.1774,3.1318,4,Healthy
MID_0136,22,healthy,3.2686,5.0869,2,Healthy
MID_0136,23,healthy,-4.1447,2.528,4,Healthy
MID_0136,24,healthy,2.3398,8.5908,2,Healthy
MID_0137,1,healthy,1.149,-5.7316,1,Risky
MID_0137,2,healthy,1.1439,-5.7299,1,Risky
MID_0137,3,healthy,-4.7031,9.7787,0,Healthy
MID_0137,4,healthy,-7.4397,10.3111,0,Healthy
MID_0137,5,healthy,-8.8917,11.3186,0,Healthy
MID_0137,6,healthy,5.1077,0.6013,1,Risky
MID_0137,7,healthy,-7.9198,9.9287,0,Healthy
MID_0137,8,healthy,-6.8145,10.235,0,Healthy
MID_0137,9,healthy,-4.5833,0.7714,4,Healthy
MID_0137,10,healthy,2.7514,5.2438,2,Healthy
MID_0137,11,healthy,4.7882,1.105,1,Risky
MID_0137,12,healthy,6.427,0.5817,1,Risky
MID_0137,13,healthy,-12.7592,9.1688,0,Healthy
MID_0137,14,healthy,1.6325,6.8842,2,Healthy
MID_0137,15,healthy,-6.0291,2.8273,4,Healthy
MID_0137,16,healthy,6.9868,0.2042,1,Risky
MID_0137,17,healthy,-5.0036,0.6513,4,Healthy
MID_0137,18,healthy,2.7347,5.1721,2,Healthy
MID_0137,19,healthy,3.8965,1.1841,1,Risky
MID_0137,20,healthy,-0.2943,0.3305,4,Healthy
MID_0137,21,healthy,-5.7541,2.4196,4,Healthy
MID_0137,22,healthy,2.4592,4.0443,2,Healthy
MID_0137,23,healthy,-5.1274,1.7235,4,Healthy
MID_0137,24,healthy,6.9935,0.6059,1,Risky
MID_0138,1,healthy,1.5976,9.1837,2,Healthy
MID_0138,2,healthy,-5.5369,3.7681,4,Healthy
MID_0138,3,healthy,2.1291,8.4441,2,Healthy
MID_0138,4,healthy,-5.4154,3.1978,4,Healthy
MID_0138,5,healthy,2.3027,7.9864,2,Healthy
MID_0138,6,healthy,-5.5392,3.4139,4,Healthy
MID_0138,7,healthy,2.2829,8.6872,2,Healthy
MID_0138,8,healthy,-5.7259,3.5579,4,Healthy
MID_0138,9,healthy,-3.4725,7.3055,0,Healthy
MID_0138,10,healthy,3.3655,4.787,2,Healthy
MID_0138,11,healthy,-4.0566,3.2735,4,Healthy
MID_0138,12,healthy,2.5655,8.8295,2,Healthy
MID_0138,13,healthy,4.2664,8.177,2,Healthy
MID_0138,14,healthy,-4.764,3.6097,4,Healthy
MID_0138,15,healthy,4.196,9.5592,2,Healthy
MID_0138,16,healthy,3.7961,9.2741,2,Healthy
MID_0138,17,healthy,-4.5666,3.6876,4,Healthy
MID_0138,18,healthy,3.5295,6.1014,2,Healthy
MID_0138,19,healthy,-4.0966,3.8562,4,Healthy
MID_0138,20,healthy,-3.0699,7.457,0,Healthy
MID_0138,21,healthy,-3.5673,7.0843,0,Healthy
MID_0138,22,healthy,3.6041,6.1973,2,Healthy
MID_0138,23,healthy,-3.7027,3.6041,4,Healthy
MID_0138,24,healthy,4.2589,10.5223,2,Healthy
MID_0139,1,healthy,0.7219,11.0065,2,Healthy
MID_0139,2,healthy,0.8667,10.757,2,Healthy
MID_0139,3,healthy,-4.3797,3.9841,4,Healthy
MID_0139,4,healthy,-3.0693,7.4988,0,Healthy
MID_0139,5,healthy,3.8923,9.162,2,Healthy
MID_0139,6,healthy,4.0048,9.5417,2,Healthy
MID_0139,7,healthy,-4.6269,4.4807,4,Healthy
MID_0139,8,healthy,-3.0333,7.9398,0,Healthy
MID_0139,9,healthy,3.8613,9.3035,2,Healthy
MID_0139,10,healthy,2.9664,11.9355,2,Healthy
MID_0139,11,healthy,-3.7048,3.672,4,Healthy
MID_0139,12,healthy,-2.9442,6.9514,0,Healthy
MID_0139,13,healthy,3.7251,10.5266,2,Healthy
MID_0139,14,healthy,-4.2778,3.8985,4,Healthy
MID_0139,15,healthy,-3.9562,4.8775,4,Healthy
MID_0139,16,healthy,-3.1292,6.7237,0,Healthy
MID_0139,17,healthy,2.5035,9.9203,2,Healthy
MID_0139,18,healthy,3.4693,11.5399,2,Healthy
MID_0139,19,healthy,-4.5158,4.602,4,Healthy
MID_0139,20,healthy,-3.0999,6.9176,0,Healthy
MID_0139,21,healthy,-3.144,6.9427,0,Healthy
MID_0139,22,healthy,2.9768,11.9673,2,Healthy
MID_0139,23,healthy,-3.6803,3.0359,4,Healthy
MID_0139,24,healthy,3.628,10.3817,2,Healthy
MID_0140,1,healthy,-6.2853,11.1143,0,Healthy
MID_0140,2,healthy,-6.7565,10.7436,0,Healthy
MID_0140,3,healthy,-7.4137,9.3187,0,Healthy
MID_0140,4,healthy,4.0918,0.0216,1,Risky
MID_0140,5,healthy,-4.8862,0.6317,4,Healthy
MID_0140,6,healthy,-12.7671,9.1763,0,Healthy
MID_0140,7,healthy,-6.9161,9.9075,0,Healthy
MID_0140,8,healthy,-7.3959,10.1993,0,Healthy
MID_0140,9,healthy,-7.7206,9.4044,0,Healthy
MID_0140,10,healthy,1.8602,3.2951,2,Healthy
MID_0140,11,healthy,3.9497,1.4145,1,Risky
MID_0140,12,healthy,-7.9257,8.5136,0,Healthy
MID_0140,13,healthy,4.9895,0.5704,1,Risky
MID_0140,14,healthy,6.6479,0.5146,1,Risky
MID_0140,15,healthy,-7.1755,10.0174,0,Healthy
MID_0140,16,healthy,3.985,0.1115,1,Risky
MID_0140,17,healthy,6.259,0.5595,1,Risky
MID_0140,18,healthy,2.4052,4.4463,2,Healthy
MID_0140,19,healthy,-5.14,2.3623,4,Healthy
MID_0140,20,healthy,6.4837,0.5959,1,Risky
MID_0140,21,healthy,-6.7913,10.2107,0,Healthy
MID_0140,22,healthy,2.3722,3.9303,2,Healthy
MID_0140,23,healthy,4.1016,1.5239,1,Risky
MID_0140,24,healthy,-4.1052,8.2779,0,Healthy
MID_0141,1,healthy,1.8179,-6.0184,1,Risky
MID_0141,2,healthy,-2.4479,11.4193,0,Healthy
MID_0141,3,healthy,5.8718,0.4639,1,Risky
MID_0141,4,healthy,-7.9568,8.6219,0,Healthy
MID_0141,5,healthy,-5.7961,2.8892,4,Healthy
MID_0141,6,healthy,1.8752,6.9108,2,Healthy
MID_0141,7,healthy,-5.3756,2.663,4,Healthy
MID_0141,8,healthy,2.5424,7.1816,2,Healthy
MID_0141,9,healthy,1.3233,7.0251,2,Healthy
MID_0141,10,healthy,2.8069,5.4344,2,Healthy
MID_0141,11,healthy,-5.4032,1.9827,4,Healthy
MID_0141,12,healthy,-3.9277,8.3161,0,Healthy
MID_0141,13,healthy,-4.1863,7.7702,0,Healthy
MID_0141,14,healthy,1.9221,7.6449,2,Healthy
MID_0141,15,healthy,-5.8802,3.0653,4,Healthy
MID_0141,16,healthy,-3.7979,8.1819,0,Healthy
MID_0141,17,healthy,-4.2577,7.5603,0,Healthy
MID_0141,18,healthy,2.8653,5.6677,2,Healthy
MID_0141,19,healthy,-4.7013,2.8919,4,Healthy
MID_0141,20,healthy,1.5151,7.5333,2,Healthy
MID_0141,21,healthy,-4.081,3.1538,4,Healthy
MID_0141,22,healthy,2.7381,4.5709,2,Healthy
MID_0141,23,healthy,-4.2968,2.1336,4,Healthy
MID_0141,24,healthy,-3.9823,7.8281,0,Healthy
MID_0142,1,healthy,1.8945,10.4857,2,Healthy
MID_0142,2,healthy,-4.9481,4.4935,4,Healthy
MID_0142,3,healthy,-2.7897,7.3555,0,Healthy
MID_0142,4,healthy,-3.4134,7.1216,0,Healthy
MID_0142,5,healthy,3.3701,9.6706,2,Healthy
MID_0142,6,healthy,-4.3243,4.1901,4,Healthy
MID_0142,7,healthy,4.2022,10.1462,2,Healthy
MID_0142,8,healthy,-3.7822,4.3771,4,Healthy
MID_0142,9,healthy,4.2693,10.6505,2,Healthy
MID_0142,10,healthy,3.0871,12.1076,2,Healthy
MID_0142,11,healthy,-3.1044,3.6735,4,Healthy
MID_0142,12,healthy,4.2881,11.2805,2,Healthy
MID_0142,13,healthy,4.1615,11.2708,2,Healthy
MID_0142,14,healthy,4.7669,12.0761,2,Healthy
MID_0142,15,healthy,-3.5369,4.403,4,Healthy
MID_0142,16,healthy,3.7322,10.7838,2,Healthy
MID_0142,17,healthy,-3.8026,4.6384,4,Healthy
MID_0142,18,healthy,3.7056,10.5266,2,Healthy
MID_0142,19,healthy,-3.3683,3.5251,4,Healthy
MID_0142,20,healthy,-2.7366,7.1687,0,Healthy
MID_0142,21,healthy,3.9804,10.0377,2,Healthy
MID_0142,22,healthy,3.0746,11.788,2,Healthy
MID_0142,23,healthy,-3.169,3.6369,4,Healthy
MID_0142,24,healthy,3.5251,10.587,2,Healthy
MID_0143,1,healthy,4.0365,12.2282,2,Healthy
MID_0143,2,healthy,-2.8226,4.8361,4,Healthy
MID_0143,3,healthy,4.1694,12.2279,2,Healthy
MID_0143,4,healthy,-3.352,4.8031,4,Healthy
MID_0143,5,healthy,4.3569,11.7642,2,Healthy
MID_0143,6,healthy,4.3539,13.305,2,Healthy
MID_0143,7,healthy,-3.6986,4.8521,4,Healthy
MID_0143,8,healthy,-2.5428,6.4975,0,Healthy
MID_0143,9,healthy,-2.6819,6.4952,0,Healthy
MID_0143,10,healthy,3.4595,12.1869,2,Healthy
MID_0143,11,healthy,-2.8078,4.2099,4,Healthy
MID_0143,12,healthy,4.0771,11.6081,2,Healthy
MID_0143,13,healthy,-3.3009,4.8139,4,Healthy
MID_0143,14,healthy,3.639,10.8175,2,Healthy
MID_0143,15,healthy,-3.0295,4.7314,4,Healthy
MID_0143,16,healthy,-2.5916,6.5249,0,Healthy
MID_0143,17,healthy,4.198,11.8727,2,Healthy
MID_0143,18,healthy,3.6865,12.3985,2,Healthy
MID_0143,19,healthy,-2.6258,4.6515,4,Healthy
MID_0143,20,healthy,-2.3667,6.0858,0,Healthy
MID_0143,21,healthy,3.8515,12.7545,2,Healthy
MID_0143,22,healthy,2.9976,12.0918,2,Healthy
MID_0143,23,healthy,-2.1661,4.3664,4,Healthy
MID_0143,24,healthy,-2.2683,5.8141,4,Healthy
MID_0144,1,healthy,2.1003,-6.13,1,Risky
MID_0144,2,healthy,4.3766,0.0197,1,Risky
MID_0144,3,healthy,6.7887,0.3361,1,Risky
MID_0144,4,healthy,-7.227,9.844,0,Healthy
MID_0144,5,healthy,-8.8293,11.3324,0,Healthy
MID_0144,6,healthy,4.7241,0.3834,1,Risky
MID_0144,7,healthy,6.3609,0.5434,1,Risky
MID_0144,8,healthy,-12.5429,8.9232,0,Healthy
MID_0144,9,healthy,-7.7851,9.4657,0,Healthy
MID_0144,10,healthy,1.8958,3.6931,2,Healthy
MID_0144,11,healthy,4.1874,1.241,1,Risky
MID_0144,12,healthy,6.9847,0.5085,1,Risky
MID_0144,13,healthy,-7.4062,9.907,0,Healthy
MID_0144,14,healthy,4.1162,0.3353,1,Risky
MID_0144,15,healthy,-7.4598,10.3624,0,Healthy
MID_0144,16,healthy,-7.3711,10.0783,0,Healthy
MID_0144,17,healthy,4.5798,0.2847,1,Risky
MID_0144,18,healthy,-6.9958,9.2442,0,Healthy
MID_0144,19,healthy,4.4163,0.403,1,Risky
MID_0144,20,healthy,7.0,0.2375,1,Risky
MID_0144,21,healthy,-12.6309,9.0249,0,Healthy
MID_0144,22,healthy,2.3706,4.2121,2,Healthy
MID_0144,23,healthy,4.7049,1.3115,1,Risky
MID_0144,24,healthy,7.1468,0.3389,1,Risky
MID_0145,1,healthy,-1.4088,-2.8791,4,Healthy
MID_0145,2,healthy,-3.4768,-2.1459,4,Healthy
MID_0145,3,healthy,0.4114,9.7705,2,Healthy
MID_0145,4,healthy,2.9637,9.8587,2,Healthy
MID_0145,5,healthy,3.861,9.6417,2,Healthy
MID_0145,6,healthy,2.9101,9.7442,2,Healthy
MID_0145,7,healthy,-4.3685,4.132,4,Healthy
MID_0145,8,healthy,2.9453,9.7848,2,Healthy
MID_0145,9,healthy,3.9224,9.2395,2,Healthy
MID_0145,10,healthy,4.3084,5.9502,2,Healthy
MID_0145,11,healthy,-3.618,3.5214,4,Healthy
MID_0145,12,healthy,3.5811,9.0428,2,Healthy
MID_0145,13,healthy,3.808,9.6829,2,Healthy
MID_0145,14,healthy,-4.5386,4.3148,4,Healthy
MID_0145,15,healthy,4.0196,9.2,2,Healthy
MID_0145,16,healthy,-4.5195,4.199,4,Healthy
MID_0145,17,healthy,3.7578,9.7124,2,Healthy
MID_0145,18,healthy,3.4562,6.3188,2,Healthy
MID_0145,19,healthy,-3.9373,3.3872,4,Healthy
MID_0145,20,healthy,-2.9123,7.3413,0,Healthy
MID_0145,21,healthy,-3.249,6.8035,0,Healthy
MID_0145,22,healthy,3.7134,6.2079,2,Healthy
MID_0145,23,healthy,-3.7499,3.7689,4,Healthy
MID_0145,24,healthy,-2.7184,7.537,0,Healthy
MID_0146,1,healthy,0.6509,11.0417,2,Healthy
MID_0146,2,healthy,0.7913,11.3725,2,Healthy
MID_0146,3,healthy,4.7373,10.2617,2,Healthy
MID_0146,4,healthy,3.443,9.5897,2,Healthy
MID_0146,5,healthy,-5.2663,4.1348,4,Healthy
MID_0146,6,healthy,2.9741,9.4574,2,Healthy
MID_0146,7,healthy,3.4943,7.5672,2,Healthy
MID_0146,8,healthy,-5.6626,3.5251,4,Healthy
MID_0146,9,healthy,-3.187,8.004,0,Healthy
MID_0146,10,healthy,3.604,5.8715,2,Healthy
MID_0146,11,healthy,-4.0708,3.3113,4,Healthy
MID_0146,12,healthy,-2.8825,7.8536,0,Healthy
MID_0146,13,healthy,2.4536,8.8951,2,Healthy
MID_0146,14,healthy,-4.4742,3.8506,4,Healthy
MID_0146,15,healthy,3.6492,6.7974,2,Healthy
MID_0146,16,healthy,-5.1402,3.5614,4,Healthy
MID_0146,17,healthy,2.6533,9.0649,2,Healthy
MID_0146,18,healthy,3.6567,7.1536,2,Healthy
MID_0146,19,healthy,-4.8215,3.3467,4,Healthy
MID_0146,20,healthy,3.4992,8.7666,2,Healthy
MID_0146,21,healthy,-4.501,3.7233,4,Healthy
MID_0146,22,healthy,3.2677,5.3086,2,Healthy
MID_0146,23,healthy,-3.6681,3.0424,4,Healthy
MID_0146,24,healthy,2.8524,9.2433,2,Healthy
MID_0147,1,healthy,-0.7152,-0.2193,4,Healthy
MID_0147,2,healthy,-0.7099,-0.1594,4,Healthy
MID_0147,3,healthy,-0.3725,0.2521,4,Healthy
MID_0147,4,healthy,4.1345,0.2349,1,Risky
MID_0147,5,healthy,-7.8076,8.5529,0,Healthy
MID_0147,6,healthy,1.6116,6.7513,2,Healthy
MID_0147,7,healthy,1.9711,7.0077,2,Healthy
MID_0147,8,healthy,-6.0579,2.3388,4,Healthy
MID_0147,9,healthy,-4.9873,0.6423,4,Healthy
MID_0147,10,healthy,-6.9358,8.7316,0,Healthy
MID_0147,11,healthy,-5.5875,1.9631,4,Healthy
MID_0147,12,healthy,-0.313,0.3082,4,Healthy
MID_0147,13,healthy,4.2793,0.3205,1,Risky
MID_0147,14,healthy,-7.8334,9.0806,0,Healthy
MID_0147,15,healthy,5.0435,0.5345,1,Risky
MID_0147,16,healthy,-2.6656,1.2698,4,Healthy
MID_0147,17,healthy,-12.5155,8.8925,0,Healthy
MID_0147,18,healthy,2.6442,5.9663,2,Healthy
MID_0147,19,healthy,-5.743,2.5888,4,Healthy
MID_0147,20,healthy,-3.8868,7.7264,0,Healthy
MID_0147,21,healthy,-12.7799,9.1919,0,Healthy
MID_0147,22,healthy,2.5915,5.6834,2,Healthy
MID_0147,23,healthy,-5.0754,0.8217,4,Healthy
MID_0147,24,healthy,7.0702,0.2632,1,Risky
MID_0148,1,healthy,0.6516,10.456,2,Healthy
MID_0148,2,healthy,-5.0215,3.5546,4,Healthy
MID_0148,3,healthy,1.7198,7.0256,2,Healthy
MID_0148,4,healthy,-4.202,3.3414,4,Healthy
MID_0148,5,healthy,3.11,6.7516,2,Healthy
MID_0148,6,healthy,-5.4969,3.7656,4,Healthy
MID_0148,7,healthy,-3.3313,8.1104,0,Healthy
MID_0148,8,healthy,-4.2036,7.5926,0,Healthy
MID_0148,9,healthy,2.29,7.9431,2,Healthy
MID_0148,10,healthy,2.2947,6.9148,2,Healthy
MID_0148,11,healthy,-5.2927,2.2369,4,Healthy
MID_0148,12,healthy,1.8734,7.4252,2,Healthy
MID_0148,13,healthy,1.5115,7.6704,2,Healthy
MID_0148,14,healthy,1.7277,7.635,2,Healthy
MID_0148,15,healthy,1.4915,7.1409,2,Healthy
MID_0148,16,healthy,-6.0827,2.5289,4,Healthy
MID_0148,17,healthy,-4.085,8.2381,0,Healthy
MID_0148,18,healthy,-6.9067,8.7393,0,Healthy
MID_0148,19,healthy,-5.9095,3.0619,4,Healthy
MID_0148,20,healthy,-4.0499,8.0765,0,Healthy
